size,numberQueries,keyDistribution,valueDistribution,snappy_read_times,simd_read_times,rle_read_times,zlib_read_times,zstandard_read_times,uncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,zlib_load_times,zstandard_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,zlib_sizes,zstandard_sizes,uncompressed_sizes,readPercentage
46226,10000,0,0,0.212815,0.212442,0.212617,0.212374,0.212412,0.212591,0.034825,0.034797,0.034793,0.034855,0.034817,0.034965,0,0,0,0,0,0,100
46226,10000,0,0,0.114569,0.114737,0.114893,0.114686,0.114685,0.11466,0.034767,0.034733,0.034727,0.034733,0.034738,0.034855,0,0,0,0,0,0,50
46226,10000,0,1,0.209859,0.209778,0.209677,0.209815,0.20972,0.209573,0.033852,0.033835,0.033811,0.033831,0.03378,0.033894,0,0,0,0,0,0,100
46226,10000,0,1,0.112662,0.112636,0.112556,0.11259,0.112651,0.112766,0.033808,0.03387,0.033868,0.033818,0.033795,0.033782,0,0,0,0,0,0,50
46226,10000,1,0,0.212351,0.212234,0.212522,0.212312,0.212285,0.212333,0.031927,0.031718,0.031661,0.031968,0.032169,0.031664,0,0,0,0,0,0,100
46226,10000,1,0,0.11275,0.112876,0.112873,0.112802,0.112899,0.112805,0.031915,0.032128,0.031871,0.032247,0.031711,0.031891,0,0,0,0,0,0,50
46226,10000,1,1,0.213032,0.213206,0.213079,0.213243,0.213218,0.212832,0.025087,0.025093,0.02528,0.025215,0.024916,0.026226,0,0,0,0,0,0,100
46226,10000,1,1,0.112306,0.112225,0.112344,0.112258,0.112268,0.112355,0.024941,0.024916,0.024887,0.024886,0.025082,0.024845,0,0,0,0,0,0,50
46226,10000,2,0,0.212073,0.212006,0.212199,0.211737,0.212066,0.211995,0.035075,0.034787,0.036292,0.034713,0.035529,0.034848,0,0,0,0,0,0,100
46226,10000,2,0,0.112582,0.112615,0.112609,0.112655,0.112548,0.11266,0.03489,0.034701,0.034837,0.034731,0.034888,0.034727,0,0,0,0,0,0,50
46226,10000,2,1,0.213105,0.213156,0.213194,0.213162,0.21303,0.213193,0.033777,0.033713,0.03368,0.033622,0.033752,0.033709,0,0,0,0,0,0,100
46226,10000,2,1,0.112584,0.112531,0.112458,0.112482,0.11252,0.112521,0.033667,0.033695,0.033673,0.033647,0.033674,0.033644,0,0,0,0,0,0,50
52004,10000,0,0,0.238322,0.238317,0.238046,0.238185,0.238229,0.238191,0.038987,0.038985,0.039048,0.039179,0.039049,0.039234,0,0,0,0,0,0,100
52004,10000,0,0,0.125273,0.125225,0.125185,0.125209,0.125326,0.125315,0.039035,0.039045,0.039125,0.039055,0.038979,0.039051,0,0,0,0,0,0,50
52004,10000,0,1,0.239349,0.239056,0.239103,0.238907,0.239058,0.239153,0.03804,0.038119,0.038146,0.038081,0.038374,0.037969,0,0,0,0,0,0,100
52004,10000,0,1,0.127762,0.127757,0.127879,0.127812,0.127766,0.127815,0.038596,0.037965,0.037995,0.03985,0.038036,0.038036,0,0,0,0,0,0,50
52004,10000,1,0,0.239097,0.238713,0.238894,0.238697,0.238582,0.239298,0.035579,0.036196,0.035545,0.035633,0.035598,0.035712,0,0,0,0,0,0,100
52004,10000,1,0,0.12636,0.126424,0.126317,0.126331,0.12647,0.126475,0.03592,0.035857,0.035783,0.035572,0.035937,0.035618,0,0,0,0,0,0,50
52004,10000,1,1,0.239161,0.239286,0.239491,0.23912,0.239334,0.239415,0.028422,0.028202,0.02798,0.028813,0.02798,0.027941,0,0,0,0,0,0,100
52004,10000,1,1,0.124641,0.124677,0.124555,0.124668,0.124672,0.124796,0.028076,0.030051,0.028021,0.027986,0.028573,0.028736,0,0,0,0,0,0,50
52004,10000,2,0,0.239391,0.239278,0.239174,0.239288,0.239365,0.239268,0.039041,0.039027,0.03897,0.039025,0.039059,0.038934,0,0,0,0,0,0,100
52004,10000,2,0,0.123463,0.123632,0.123646,0.123563,0.123606,0.12354,0.039555,0.03907,0.039111,0.039095,0.039479,0.039082,0,0,0,0,0,0,50
52004,10000,2,1,0.235578,0.235653,0.235667,0.235555,0.235792,0.235419,0.037876,0.038249,0.037892,0.038346,0.037978,0.037914,0,0,0,0,0,0,100
52004,10000,2,1,0.125725,0.125667,0.125905,0.125699,0.125973,0.125899,0.037924,0.037959,0.037812,0.038142,0.038037,0.037865,0,0,0,0,0,0,50
58504,10000,0,0,0.26873,0.268986,0.269161,0.268978,0.269123,0.269202,0.043924,0.044296,0.043935,0.044061,0.043859,0.043867,0,0,0,0,0,0,100
58504,10000,0,0,0.139333,0.139237,0.13937,0.139255,0.139379,0.139427,0.043909,0.043908,0.043865,0.043933,0.043808,0.04424,0,0,0,0,0,0,50
58504,10000,0,1,0.269836,0.269813,0.269544,0.269747,0.269914,0.269815,0.042719,0.042667,0.042659,0.042638,0.043158,0.043039,0,0,0,0,0,0,100
58504,10000,0,1,0.139695,0.139644,0.139661,0.13963,0.139647,0.139681,0.042653,0.042794,0.042663,0.042715,0.046348,0.042673,0,0,0,0,0,0,50
58504,10000,1,0,0.270797,0.270701,0.270999,0.270786,0.270774,0.270798,0.040102,0.040228,0.040383,0.039898,0.040694,0.040223,0,0,0,0,0,0,100
58504,10000,1,0,0.144439,0.144389,0.144506,0.144488,0.14443,0.144488,0.04002,0.039973,0.040259,0.040393,0.040048,0.040074,0,0,0,0,0,0,50
58504,10000,1,1,0.27163,0.271353,0.271486,0.271509,0.271215,0.271405,0.031488,0.031969,0.031532,0.031678,0.03168,0.031412,0,0,0,0,0,0,100
58504,10000,1,1,0.141639,0.141581,0.141427,0.141451,0.141551,0.141364,0.031681,0.031492,0.031419,0.031543,0.031916,0.031446,0,0,0,0,0,0,50
58504,10000,2,0,0.267992,0.267763,0.267661,0.267889,0.267644,0.267732,0.043956,0.043932,0.043914,0.044743,0.043832,0.045956,0,0,0,0,0,0,100
58504,10000,2,0,0.137906,0.137769,0.13785,0.137836,0.137883,0.137814,0.043865,0.043993,0.043967,0.044055,0.043879,0.043803,0,0,0,0,0,0,50
58504,10000,2,1,0.269591,0.269619,0.26949,0.269274,0.269352,0.269623,0.042596,0.042481,0.042566,0.042754,0.042489,0.042556,0,0,0,0,0,0,100
58504,10000,2,1,0.140739,0.140782,0.140779,0.140773,0.140791,0.140678,0.04284,0.042578,0.042572,0.042529,0.042565,0.042684,0,0,0,0,0,0,50
65817,10000,0,0,0.303867,0.304307,0.304133,0.30421,0.3039,0.304473,0.049596,0.051174,0.049672,0.049605,0.049666,0.049522,0,0,0,0,0,0,100
65817,10000,0,0,0.156688,0.156839,0.156802,0.157014,0.156898,0.156915,0.049585,0.04951,0.049577,0.049675,0.049505,0.049664,0,0,0,0,0,0,50
65817,10000,0,1,0.304678,0.304525,0.304492,0.304642,0.304615,0.304736,0.04827,0.048219,0.048341,0.048448,0.048537,0.048148,0,0,0,0,0,0,100
65817,10000,0,1,0.156447,0.156356,0.156385,0.156459,0.156387,0.156476,0.049728,0.048265,0.048296,0.049093,0.048176,0.048669,0,0,0,0,0,0,50
65817,10000,1,0,0.305428,0.305618,0.305693,0.305429,0.305351,0.305683,0.045698,0.045177,0.045236,0.045343,0.045195,0.045241,0,0,0,0,0,0,100
65817,10000,1,0,0.156232,0.156272,0.156139,0.15615,0.156257,0.156171,0.045192,0.045302,0.045187,0.045514,0.045398,0.045255,0,0,0,0,0,0,50
65817,10000,1,1,0.300953,0.300752,0.300927,0.301155,0.30096,0.300756,0.03564,0.035731,0.03561,0.036087,0.036265,0.035656,0,0,0,0,0,0,100
65817,10000,1,1,0.161121,0.161097,0.161148,0.161017,0.16097,0.161112,0.036091,0.035838,0.035924,0.035636,0.035898,0.035795,0,0,0,0,0,0,50
65817,10000,2,0,0.30465,0.304694,0.304836,0.304788,0.304893,0.305041,0.049632,0.049556,0.049536,0.049618,0.04956,0.049473,0,0,0,0,0,0,100
65817,10000,2,0,0.155128,0.155204,0.155244,0.155306,0.155192,0.155298,0.049865,0.049817,0.049596,0.049554,0.049551,0.049565,0,0,0,0,0,0,50
65817,10000,2,1,0.302573,0.302596,0.302303,0.302482,0.302506,0.302753,0.048188,0.048099,0.048256,0.048105,0.048088,0.04812,0,0,0,0,0,0,100
65817,10000,2,1,0.15774,0.157858,0.15781,0.157908,0.157808,0.15768,0.048105,0.048075,0.048143,0.048166,0.048365,0.051469,0,0,0,0,0,0,50
74044,10000,0,0,0.340158,0.340229,0.340258,0.340214,0.340453,0.340342,0.055845,0.055737,0.055671,0.057773,0.055709,0.055763,0,0,0,0,0,0,100
74044,10000,0,0,0.179981,0.180065,0.179993,0.180101,0.179977,0.180136,0.05586,0.055752,0.055753,0.055688,0.05611,0.059341,0,0,0,0,0,0,50
74044,10000,0,1,0.342472,0.342178,0.342164,0.342401,0.342291,0.342201,0.054206,0.054305,0.054373,0.05456,0.057102,0.054233,0,0,0,0,0,0,100
74044,10000,0,1,0.176174,0.176283,0.176212,0.176283,0.176296,0.176323,0.054327,0.054194,0.054212,0.054935,0.054188,0.054178,0,0,0,0,0,0,50
74044,10000,1,0,0.342279,0.341855,0.341964,0.341964,0.342,0.341634,0.051656,0.050848,0.050799,0.050792,0.050887,0.050846,0,0,0,0,0,0,100
74044,10000,1,0,0.178786,0.178841,0.17893,0.178907,0.178913,0.178901,0.050992,0.050755,0.051683,0.050871,0.050911,0.05078,0,0,0,0,0,0,50
74044,10000,1,1,0.342084,0.342225,0.342152,0.342004,0.342044,0.34181,0.04034,0.040035,0.040143,0.041557,0.040627,0.040422,0,0,0,0,0,0,100
74044,10000,1,1,0.178243,0.178357,0.178511,0.17821,0.178331,0.178482,0.040241,0.040374,0.040475,0.040406,0.040073,0.040129,0,0,0,0,0,0,50
74044,10000,2,0,0.340433,0.340216,0.340397,0.340326,0.340118,0.340317,0.055783,0.055749,0.060414,0.055679,0.055865,0.055726,0,0,0,0,0,0,100
74044,10000,2,0,0.180131,0.179903,0.179893,0.179949,0.179943,0.179816,0.055757,0.055885,0.055662,0.055638,0.055759,0.055714,0,0,0,0,0,0,50
74044,10000,2,1,0.343759,0.344182,0.343898,0.344281,0.34373,0.343843,0.055062,0.054033,0.054111,0.054109,0.054086,0.054101,0,0,0,0,0,0,100
74044,10000,2,1,0.17948,0.179472,0.179324,0.179473,0.179315,0.179418,0.054131,0.054373,0.05427,0.054346,0.05437,0.05415,0,0,0,0,0,0,50
83299,10000,0,0,0.384781,0.384874,0.384859,0.384769,0.384794,0.384895,0.062515,0.062771,0.062534,0.062634,0.06265,0.062759,0,0,0,0,0,0,100
83299,10000,0,0,0.204571,0.204408,0.204406,0.204452,0.204345,0.204529,0.065959,0.062568,0.062555,0.062698,0.062696,0.06263,0,0,0,0,0,0,50
83299,10000,0,1,0.387094,0.387061,0.38683,0.387064,0.387209,0.386957,0.060912,0.060879,0.060908,0.060907,0.060862,0.060892,0,0,0,0,0,0,100
83299,10000,0,1,0.200066,0.200115,0.200034,0.200058,0.200159,0.2,0.060866,0.060935,0.061041,0.060832,0.060963,0.060988,0,0,0,0,0,0,50
83299,10000,1,0,0.3865,0.3864,0.386402,0.386211,0.385799,0.386532,0.057186,0.057036,0.057071,0.057141,0.05706,0.057039,0,0,0,0,0,0,100
83299,10000,1,0,0.198646,0.198999,0.198692,0.198877,0.198874,0.198827,0.057467,0.057044,0.059915,0.057036,0.057077,0.058013,0,0,0,0,0,0,50
83299,10000,1,1,0.387043,0.386653,0.386465,0.386812,0.386782,0.386546,0.045005,0.04539,0.045007,0.045505,0.045398,0.046404,0,0,0,0,0,0,100
83299,10000,1,1,0.208539,0.200112,0.199981,0.20012,0.20006,0.199997,0.045376,0.045371,0.045013,0.045095,0.045358,0.050233,0,0,0,0,0,0,50
83299,10000,2,0,0.384816,0.384715,0.384834,0.385013,0.384588,0.38483,0.062554,0.062662,0.063795,0.062692,0.062543,0.06261,0,0,0,0,0,0,100
83299,10000,2,0,0.201973,0.201859,0.201865,0.201959,0.201675,0.201972,0.063169,0.062751,0.063068,0.062744,0.062573,0.063665,0,0,0,0,0,0,50
83299,10000,2,1,0.389384,0.389537,0.3899,0.389543,0.389709,0.389452,0.060772,0.060754,0.060687,0.060617,0.060643,0.060731,0,0,0,0,0,0,100
83299,10000,2,1,0.195277,0.195057,0.194938,0.195183,0.19509,0.195092,0.060898,0.060663,0.060735,0.060711,0.061556,0.060641,0,0,0,0,0,0,50
93711,10000,0,0,0.43475,0.434491,0.434778,0.43452,0.434708,0.434266,0.070972,0.070556,0.07037,0.071255,0.070458,0.070179,0,0,0,0,0,0,100
93711,10000,0,0,0.225138,0.225172,0.225171,0.225139,0.225247,0.225117,0.070423,0.070186,0.070235,0.07051,0.070222,0.07025,0,0,0,0,0,0,50
93711,10000,0,1,0.436212,0.436338,0.436194,0.436106,0.43614,0.436089,0.068461,0.068532,0.068512,0.068572,0.068627,0.068291,0,0,0,0,0,0,100
93711,10000,0,1,0.22444,0.224706,0.224457,0.22438,0.2243,0.224399,0.068592,0.069656,0.068507,0.068655,0.069502,0.068581,0,0,0,0,0,0,50
93711,10000,1,0,0.429941,0.430016,0.429847,0.429947,0.430167,0.429643,0.064397,0.064103,0.064267,0.064249,0.064131,0.064485,0,0,0,0,0,0,100
93711,10000,1,0,0.217791,0.217795,0.217817,0.217856,0.217885,0.217803,0.064256,0.064072,0.064154,0.064446,0.064201,0.064031,0,0,0,0,0,0,50
93711,10000,1,1,0.433119,0.432907,0.433101,0.433112,0.433049,0.43313,0.050732,0.05177,0.050587,0.050579,0.050612,0.05102,0,0,0,0,0,0,100
93711,10000,1,1,0.223892,0.223692,0.223791,0.22382,0.223666,0.223806,0.050622,0.0507,0.050606,0.050858,0.050599,0.051077,0,0,0,0,0,0,50
93711,10000,2,0,0.43825,0.438196,0.438051,0.438066,0.438117,0.438165,0.070297,0.070327,0.070669,0.070334,0.070434,0.070234,0,0,0,0,0,0,100
93711,10000,2,0,0.225879,0.22591,0.225911,0.22601,0.225849,0.225999,0.070776,0.070218,0.070273,0.070991,0.070458,0.070399,0,0,0,0,0,0,50
93711,10000,2,1,0.432832,0.432659,0.432785,0.432652,0.43265,0.432497,0.068434,0.069024,0.06827,0.068554,0.068261,0.068855,0,0,0,0,0,0,100
93711,10000,2,1,0.222696,0.222826,0.222854,0.222599,0.222873,0.222702,0.072901,0.06831,0.068182,0.06821,0.070164,0.068233,0,0,0,0,0,0,50
105424,10000,0,0,0.483214,0.482887,0.483227,0.482945,0.483024,0.483183,0.078936,0.079056,0.079079,0.078899,0.079033,0.079183,0,0,0,0,0,0,100
105424,10000,0,0,0.250677,0.250477,0.25054,0.250685,0.250599,0.250685,0.07918,0.079088,0.079173,0.078986,0.078961,0.078928,0,0,0,0,0,0,50
105424,10000,0,1,0.491628,0.491849,0.49169,0.491813,0.491659,0.491328,0.076751,0.07689,0.076963,0.076709,0.076805,0.07704,0,0,0,0,0,0,100
105424,10000,0,1,0.251336,0.251307,0.25146,0.251397,0.251352,0.251381,0.076952,0.077006,0.07684,0.077002,0.077213,0.076832,0,0,0,0,0,0,50
105424,10000,1,0,0.486357,0.48627,0.48644,0.486044,0.486445,0.486082,0.072445,0.072121,0.072287,0.072041,0.072356,0.07201,0,0,0,0,0,0,100
105424,10000,1,0,0.250823,0.250729,0.250879,0.251181,0.250867,0.250934,0.072103,0.072078,0.079883,0.072227,0.072429,0.072298,0,0,0,0,0,0,50
105424,10000,1,1,0.489224,0.489056,0.489273,0.488922,0.489081,0.489159,0.056903,0.057566,0.0573,0.057407,0.056862,0.059023,0,0,0,0,0,0,100
105424,10000,1,1,0.24947,0.249416,0.249354,0.249425,0.249384,0.249291,0.056832,0.057421,0.056857,0.057098,0.057435,0.057393,0,0,0,0,0,0,50
105424,10000,2,0,0.491187,0.491578,0.491373,0.491436,0.49146,0.491548,0.078984,0.079005,0.078988,0.079024,0.079061,0.078947,0,0,0,0,0,0,100
105424,10000,2,0,0.251122,0.25094,0.250969,0.251071,0.251099,0.251095,0.079,0.083692,0.083086,0.079017,0.078922,0.079044,0,0,0,0,0,0,50
105424,10000,2,1,0.48584,0.486118,0.485904,0.485997,0.485836,0.485681,0.076643,0.076751,0.076808,0.076632,0.076649,0.076651,0,0,0,0,0,0,100
105424,10000,2,1,0.244931,0.244548,0.244699,0.244738,0.244672,0.244676,0.076842,0.076737,0.076712,0.076714,0.077086,0.07758,0,0,0,0,0,0,50
118602,10000,0,0,0.55286,0.553061,0.552722,0.5529,0.552849,0.552993,0.088928,0.089592,0.088975,0.08881,0.088988,0.088708,0,0,0,0,0,0,100
118602,10000,0,0,0.283406,0.283571,0.283404,0.283608,0.283592,0.283578,0.088792,0.088893,0.088976,0.088856,0.088746,0.088697,0,0,0,0,0,0,50
118602,10000,0,1,0.546564,0.546718,0.54658,0.546411,0.546654,0.546378,0.086435,0.086421,0.086491,0.086442,0.086495,0.087293,0,0,0,0,0,0,100
118602,10000,0,1,0.285338,0.285427,0.28567,0.285424,0.285294,0.285327,0.086348,0.086567,0.086308,0.086329,0.086549,0.086398,0,0,0,0,0,0,50
118602,10000,1,0,0.551677,0.551845,0.552042,0.551904,0.551726,0.551916,0.081286,0.08107,0.08132,0.084564,0.080862,0.081423,0,0,0,0,0,0,100
118602,10000,1,0,0.281061,0.281304,0.281182,0.281245,0.281101,0.281081,0.080996,0.081019,0.081085,0.080996,0.08109,0.081027,0,0,0,0,0,0,50
118602,10000,1,1,0.547922,0.54786,0.548058,0.547708,0.547917,0.547594,0.06441,0.065072,0.065538,0.064026,0.064717,0.064535,0,0,0,0,0,0,100
118602,10000,1,1,0.277844,0.277973,0.277976,0.277984,0.278071,0.277904,0.06626,0.063978,0.064909,0.064375,0.063906,0.063949,0,0,0,0,0,0,50
118602,10000,2,0,0.548249,0.54818,0.547922,0.547939,0.548097,0.548163,0.089824,0.088788,0.089111,0.088739,0.089024,0.088816,0,0,0,0,0,0,100
118602,10000,2,0,0.282634,0.282696,0.282514,0.282757,0.282363,0.282538,0.088767,0.088786,0.088736,0.088728,0.088833,0.088702,0,0,0,0,0,0,50
118602,10000,2,1,0.548287,0.547985,0.548323,0.547957,0.548181,0.548168,0.086183,0.086094,0.086478,0.086916,0.08623,0.086232,0,0,0,0,0,0,100
118602,10000,2,1,0.283931,0.283974,0.283975,0.28401,0.284073,0.283973,0.086391,0.086673,0.086066,0.086138,0.086181,0.086104,0,0,0,0,0,0,50
133427,10000,0,0,3.88859,8.43327,10.0122,84.0557,8.10523,3.03948,0.181951,0.18228,0.183142,0.238431,0.202867,0.179765,1048627,1050676,1048576,1010439,1048608,1048576,100
133427,10000,0,0,1.93806,4.14841,4.85611,41.1905,3.99799,1.50744,0.182063,0.182518,0.180969,0.237535,0.20177,0.179836,1048627,1050676,1048576,1009904,1048608,1048576,50
133427,10000,0,1,3.86126,13.1609,10.0032,81.1305,33.1957,2.96875,0.178408,0.179756,0.185205,0.225241,0.198916,0.177437,1048626,428024,1048576,693649,1006014,1048576,100
133427,10000,0,1,1.98219,6.40907,4.88952,39.7605,16.3654,1.49188,0.178747,0.179996,0.178666,0.22736,0.198992,0.177425,1048626,428256,1048576,693271,1006159,1048576,50
133427,10000,1,0,3.89941,8.49297,10.038,75.091,31.9468,3.03126,0.135798,0.137217,0.141075,0.177614,0.157149,0.134439,1048627,1050676,1048576,757293,912130,1048576,100
133427,10000,1,0,2.00992,4.25759,4.98801,37.6365,16.0683,1.52158,0.135795,0.136856,0.135518,0.178391,0.155837,0.134262,1048630,1050676,1048576,757295,912091,1048576,50
133427,10000,1,1,3.92403,10.2497,9.88526,66.4173,25.6874,3.00485,0.11674,0.116738,0.116362,0.140792,0.152107,0.117043,1048620,34868,8,362702,694830,1048576,100
133427,10000,1,1,2.00974,5.10295,4.93661,33.2277,12.8908,1.53715,0.117878,0.117376,0.117091,0.147161,0.149593,0.115764,1048620,34868,8,362702,694830,1048576,50
133427,10000,2,0,3.8906,8.47439,9.97198,85.602,30.6519,3.03582,0.181562,0.182561,0.180858,0.238505,0.202253,0.179637,1048627,1050676,1048576,992193,1022606,1048576,100
133427,10000,2,0,1.91186,4.11843,4.83131,41.6377,13.4157,1.46632,0.181521,0.182081,0.180695,0.24038,0.200958,0.17986,1048627,1050676,1048576,990935,1024598,1048576,50
133427,10000,2,1,3.99555,12.9176,10.0001,86.3414,33.3605,3.01293,0.178988,0.179978,0.178512,0.226617,0.198673,0.177356,1048627,394900,1048576,671884,961704,1048576,100
133427,10000,2,1,1.98316,6.39344,4.95329,42.9573,16.4432,1.50616,0.178461,0.1792,0.178419,0.224869,0.199088,0.176925,1048626,395340,1048576,671000,961563,1048576,50
150105,10000,0,0,3.68217,7.69954,9.0798,75.168,7.41926,2.84288,0.194605,0.194464,0.193739,0.249544,0.213278,0.19271,1048627,1050676,1048576,1010452,1048608,1048576,100
150105,10000,0,0,1.85018,3.79617,4.44044,36.9777,3.66435,1.41149,0.194799,0.195537,0.193431,0.248879,0.213797,0.192406,1048627,1050676,1048576,1009868,1048608,1048576,50
150105,10000,0,1,3.75032,11.9511,9.13938,72.5654,29.8792,2.85974,0.190413,0.191502,0.189867,0.238163,0.211597,0.204473,1048626,427948,1048576,693425,1006075,1048576,100
150105,10000,0,1,1.83995,5.84504,4.4655,35.6177,14.6998,1.42698,0.190931,0.191366,0.197897,0.238139,0.210045,0.189673,1048627,428236,1048576,693292,1006247,1048576,50
150105,10000,1,0,3.73357,7.74275,9.14776,67.1339,28.7852,2.87547,0.147422,0.148121,0.146287,0.188343,0.166628,0.145852,1048631,1050676,1048576,757253,912102,1048576,100
150105,10000,1,0,1.86653,3.86011,4.49495,33.4883,14.3767,1.43335,0.146915,0.148007,0.146768,0.188047,0.166769,0.146648,1048632,1050676,1048576,757332,912189,1048576,50
150105,10000,1,1,3.69681,9.31421,8.97486,59.2435,23.0666,2.80005,0.126217,0.125722,0.125912,0.1525,0.159526,0.124146,1048620,34868,8,362702,694830,1048576,100
150105,10000,1,1,1.79953,4.50505,4.33545,28.8147,11.2091,1.42654,0.128151,0.128757,0.124522,0.150813,0.158609,0.124867,1048620,34868,8,362702,694830,1048576,50
150105,10000,2,0,3.75796,7.7561,9.11645,77.0773,24.8882,2.83652,0.193708,0.194966,0.193575,0.253562,0.215571,0.191914,1048627,1050676,1048576,990914,1024571,1048576,100
150105,10000,2,0,1.8273,3.77281,4.41332,37.4603,12.0765,1.39013,0.194189,0.194358,0.192544,0.255098,0.213906,0.19573,1048627,1050676,1048576,990768,1024645,1048576,50
150105,10000,2,1,3.66758,11.9098,9.08684,77.3296,29.8145,2.85329,0.190139,0.191341,0.190038,0.238455,0.210354,0.188713,1048625,395284,1048576,671315,961671,1048576,100
150105,10000,2,1,1.82226,5.74045,4.41689,37.8006,14.5527,1.39952,0.190097,0.191561,0.196036,0.237152,0.213116,0.188594,1048626,395724,1048576,671833,961891,1048576,50
168868,10000,0,0,3.45483,7.06475,8.25269,67.0365,6.83534,2.66024,0.2076,0.21161,0.206814,0.261925,0.228435,0.206329,1048627,1050676,1048576,1009852,1048608,1048576,100
168868,10000,0,0,1.75509,3.51701,4.02874,33.1016,3.38279,1.37723,0.20795,0.209652,0.207867,0.263165,0.227365,0.206393,1048627,1050676,1048576,1009770,1048608,1048576,50
168868,10000,0,1,3.49314,10.6746,8.16235,63.9539,26.4802,2.64635,0.204119,0.205956,0.20435,0.251412,0.224575,0.210436,1048627,428292,1048576,693478,1006082,1048576,100
168868,10000,0,1,1.7311,5.24504,4.00313,31.5619,13.13,1.34816,0.204182,0.20535,0.203962,0.25128,0.223765,0.202657,1048627,428268,1048576,693358,1006160,1048576,50
168868,10000,1,0,3.45906,7.03186,8.17905,59.1831,25.3854,2.67069,0.159712,0.161006,0.159552,0.20145,0.180486,0.158601,1048628,1050676,1048576,757253,912027,1048576,100
168868,10000,1,0,1.77657,3.52051,4.08519,29.68,12.7765,1.36807,0.160428,0.160998,0.159978,0.202128,0.178968,0.158667,1048633,1050676,1048576,757295,912160,1048576,50
168868,10000,1,1,3.53736,8.47004,8.1507,52.7515,20.6762,2.73132,0.138135,0.135532,0.136076,0.159719,0.168742,0.134004,1048620,34868,8,362702,694830,1048576,100
168868,10000,1,1,1.74098,4.11276,3.97927,25.8716,10.1397,1.3456,0.135804,0.136289,0.135157,0.160121,0.168478,0.134421,1048620,34868,8,362702,694830,1048576,50
168868,10000,2,0,3.57147,7.07612,8.21525,68.242,22.1825,2.6744,0.208118,0.208861,0.207468,0.267166,0.227033,0.206119,1048627,1050676,1048576,991308,1024551,1048576,100
168868,10000,2,0,1.75307,3.47559,4.00773,33.4803,10.8644,1.35949,0.208477,0.208266,0.213024,0.267072,0.227326,0.206556,1048627,1050676,1048576,991230,1024572,1048576,50
168868,10000,2,1,3.55163,10.8059,8.27717,68.8767,26.6867,2.68474,0.204012,0.204539,0.202847,0.25074,0.227196,0.202628,1048627,395628,1048576,671906,961849,1048576,100
168868,10000,2,1,1.74079,5.18334,4.0156,33.7964,12.9922,1.34077,0.204143,0.204444,0.203329,0.250042,0.223703,0.202107,1048627,395288,1048576,671701,962096,1048576,50
189976,10000,0,0,3.42735,6.58388,7.55897,60.2455,6.33315,2.70503,0.223246,0.237121,0.222838,0.27872,0.245141,0.222659,1048627,1050676,1048576,1010419,1048608,1048576,100
189976,10000,0,0,1.67761,3.26967,3.7133,29.8907,3.1516,1.34958,0.222685,0.224241,0.222052,0.278101,0.243074,0.22203,1048627,1050676,1048576,1009911,1048608,1048576,50
189976,10000,0,1,3.37231,9.86549,7.55308,58.0142,23.939,2.60696,0.219595,0.220978,0.224044,0.266009,0.241697,0.217639,1048627,428440,1048576,693465,1006145,1048576,100
189976,10000,0,1,1.64632,4.70893,3.57572,27.751,11.5244,1.29467,0.219064,0.219791,0.218319,0.266834,0.238569,0.219314,1048627,428520,1048576,693319,1005971,1048576,50
189976,10000,1,0,3.38807,6.48345,7.44673,52.9339,22.9868,2.62161,0.173802,0.175169,0.173364,0.215891,0.194064,0.173335,1048633,1050676,1048576,757325,912157,1048576,100
189976,10000,1,0,1.68395,3.22601,3.64576,26.3299,11.4798,1.31855,0.174025,0.174936,0.17337,0.215245,0.193715,0.172573,1048629,1050676,1048576,757336,912099,1048576,50
189976,10000,1,1,3.36222,7.72452,7.48004,47.0813,18.5974,2.62021,0.146758,0.147514,0.145985,0.172497,0.180839,0.145551,1048620,34868,8,362702,694830,1048576,100
189976,10000,1,1,1.63207,3.71582,3.59182,22.8355,9.0032,1.31937,0.14805,0.148062,0.146565,0.172218,0.180363,0.145401,1048620,34868,8,362702,694830,1048576,50
189976,10000,2,0,3.38814,6.55539,7.51441,61.2849,19.9697,2.70102,0.223014,0.224157,0.224537,0.282927,0.244954,0.222529,1048627,1050676,1048576,991640,1024485,1048576,100
189976,10000,2,0,1.65336,3.1998,3.62123,29.7535,10.8379,1.30115,0.223716,0.224078,0.222393,0.281263,0.242633,0.22175,1048627,1050676,1048576,990745,1022446,1048576,50
189976,10000,2,1,3.34367,9.63916,7.40924,60.911,23.8047,2.65136,0.218762,0.219159,0.218912,0.264788,0.238729,0.218499,1048627,395164,1048576,672018,961910,1048576,100
189976,10000,2,1,1.65813,4.78957,3.62743,30.0815,11.7175,1.28299,0.219358,0.221047,0.218391,0.265501,0.238459,0.217296,1048627,395384,1048576,672040,961943,1048576,50
213723,10000,0,0,3.25429,6.06264,6.88235,53.614,5.85815,2.62909,0.240113,0.24133,0.240256,0.29585,0.259522,0.238855,1048627,1050676,1048576,1009862,1048608,1048576,100
213723,10000,0,0,1.61402,3.03559,3.38385,26.6117,2.93108,1.32619,0.240681,0.24231,0.240672,0.296277,0.260786,0.239941,1048627,1050676,1048576,1009479,1048608,1048576,50
