size,numberQueries,keyDistribution,valueDistribution,snappy_read_times,simd_read_times,rle_read_times,zlib_read_times,zstandard_read_timesuncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,zlib_load_times,zstandard_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,zlib_sizes,zstandard_sizes,uncompressed_sizes,readPercentage
10000,10000,2,1,0.028977,0.028952,0.028941,0.028991,0.028948,0.028942,0.007426,0.007417,0.007394,0.007388,0.007446,0.007394,0,0,0,0,0,0,50
11250,10000,0,0,0.051138,0.051306,0.051106,0.051113,0.05121,0.051148,0.008599,0.008551,0.008603,0.008584,0.008584,0.00861,0,0,0,0,0,0,100
11250,10000,0,0,0.031599,0.031596,0.031568,0.031542,0.031557,0.031556,0.008578,0.008586,0.008947,0.008583,0.008634,0.008606,0,0,0,0,0,0,50
11250,10000,0,1,0.051521,0.05145,0.051432,0.051438,0.051434,0.051449,0.008355,0.008342,0.008355,0.008393,0.008375,0.008388,0,0,0,0,0,0,100
11250,10000,0,1,0.032399,0.032429,0.032432,0.032426,0.032414,0.033139,0.008382,0.008348,0.008435,0.008302,0.008362,0.00837,0,0,0,0,0,0,50
11250,10000,1,0,0.051394,0.051371,0.051381,0.051376,0.051401,0.05138,0.007754,0.007787,0.007706,0.007703,0.007847,0.007657,0,0,0,0,0,0,100
11250,10000,1,0,0.031208,0.031203,0.031213,0.03124,0.031181,0.031198,0.0078,0.007761,0.007715,0.007676,0.007743,0.007687,0,0,0,0,0,0,50
11250,10000,1,1,0.051206,0.05121,0.051207,0.051238,0.051265,0.051218,0.006123,0.006009,0.006077,0.006099,0.006072,0.006025,0,0,0,0,0,0,100
11250,10000,1,1,0.031178,0.031196,0.031199,0.031204,0.031161,0.031202,0.006046,0.00617,0.006122,0.006127,0.006137,0.006031,0,0,0,0,0,0,50
11250,10000,2,0,0.052363,0.053487,0.052087,0.056271,0.051331,0.05141,0.00859,0.010694,0.00859,0.008566,0.008611,0.008557,0,0,0,0,0,0,100
11250,10000,2,0,0.03188,0.031904,0.031877,0.031882,0.031868,0.031851,0.008559,0.008612,0.008551,0.008569,0.008604,0.008623,0,0,0,0,0,0,50
11250,10000,2,1,0.051931,0.051882,0.051889,0.051957,0.051889,0.051897,0.008486,0.008362,0.008336,0.008331,0.008325,0.008326,0,0,0,0,0,0,100
11250,10000,2,1,0.03167,0.031675,0.031674,0.031704,0.031682,0.031683,0.008345,0.008381,0.008389,0.008333,0.008348,0.008324,0,0,0,0,0,0,50
12656,10000,0,0,0.057591,0.057578,0.057605,0.057614,0.057625,0.058621,0.009658,0.010487,0.009644,0.00968,0.009656,0.009649,0,0,0,0,0,0,100
12656,10000,0,0,0.098127,0.182808,0.167753,1.30498,0.173425,0.082007,0.011442,0.009645,0.009802,0.009668,0.009622,0.009697,131081,131344,131072,130128,131083,131072,50
12656,10000,0,1,0.057932,0.057978,0.057946,0.057948,0.057894,0.057909,0.009357,0.009371,0.009399,0.009438,0.009455,0.00937,0,0,0,0,0,0,100
12656,10000,0,1,0.094922,0.219639,0.165627,1.25836,0.170654,0.081876,0.009406,0.009364,0.009379,0.009603,0.009441,0.009358,131081,59644,131072,90992,131083,131072,50
12656,10000,1,0,0.057677,0.057617,0.057599,0.057624,0.05764,0.057658,0.008761,0.009318,0.008684,0.008739,0.008644,0.008774,0,0,0,0,0,0,100
12656,10000,1,0,0.093269,0.175692,0.161039,1.18225,0.73367,0.078586,0.008661,0.008664,0.008749,0.008807,0.008671,0.008661,131081,131344,131072,94679,108906,131072,50
12656,10000,1,1,0.057983,0.058055,0.058066,0.057999,0.058344,0.057977,0.006796,0.006791,0.006952,0.006967,0.006878,0.006755,0,0,0,0,0,0,100
12656,10000,1,1,0.095131,0.183045,0.175465,1.0595,0.410102,0.080586,0.007338,0.006867,0.006847,0.006824,0.006777,0.006756,131080,4368,8,45357,80863,131072,50
12656,10000,2,0,0.058181,0.058122,0.05814,0.058162,0.058207,0.058198,0.009678,0.009659,0.009639,0.00963,0.009622,0.00964,0,0,0,0,0,0,100
12656,10000,2,0,0.093855,0.174345,0.160349,1.25738,0.166078,0.080748,0.00972,0.009655,0.009753,0.009675,0.009668,0.009607,131081,131344,131072,127703,131083,131072,50
12656,10000,2,1,0.057935,0.057825,0.057834,0.057767,0.057798,0.057754,0.009367,0.009359,0.009371,0.009356,0.009368,0.009427,0,0,0,0,0,0,100
12656,10000,2,1,0.098575,0.229392,0.171251,1.32277,0.588675,0.084057,0.00932,0.009792,0.009401,0.009354,0.009368,0.009345,131081,55756,131072,88209,127968,131072,50
14238,10000,0,0,0.065495,0.065467,0.065517,0.065481,0.065663,0.065504,0.010827,0.01087,0.010858,0.010834,0.011026,0.010794,0,0,0,0,0,0,100
14238,10000,0,0,0.162502,0.345748,0.313515,2.74958,0.323868,0.134327,0.010826,0.010832,0.010797,0.010828,0.010868,0.010795,131081,131344,131072,130125,131083,131072,50
14238,10000,0,1,0.065252,0.065225,0.065223,0.065228,0.065224,0.065231,0.010521,0.010546,0.010502,0.010567,0.010523,0.010523,0,0,0,0,0,0,100
14238,10000,0,1,0.169686,0.44383,0.321069,2.7905,0.335439,0.137075,0.010547,0.010514,0.010601,0.010553,0.010493,0.010565,131081,59708,131072,90970,131083,131072,50
14238,10000,1,0,0.065375,0.065201,0.065303,0.06519,0.065208,0.065197,0.009748,0.009867,0.009733,0.009832,0.009741,0.009854,0,0,0,0,0,0,100
14238,10000,1,0,0.163471,0.346987,0.31277,2.60435,1.59208,0.131478,0.009882,0.009768,0.009803,0.009843,0.00977,0.009813,131082,131344,131072,94652,108880,131072,50
14238,10000,1,1,0.065356,0.065347,0.065344,0.065345,0.065311,0.065319,0.008086,0.007616,0.007704,0.007774,0.007618,0.007566,0,0,0,0,0,0,100
14238,10000,1,1,0.157602,0.344173,0.326843,2.20178,0.820119,0.127055,0.007652,0.007639,0.007654,0.007687,0.00764,0.007591,131080,4368,8,45357,80863,131072,50
14238,10000,2,0,0.065241,0.065229,0.065298,0.065276,0.065243,0.065305,0.010824,0.010989,0.010768,0.011033,0.010852,0.01081,0,0,0,0,0,0,100
14238,10000,2,0,0.158289,0.337936,0.306723,2.77828,0.317825,0.130724,0.010945,0.011062,0.010864,0.010822,0.010878,0.010861,131081,131344,131072,127667,131083,131072,50
14238,10000,2,1,0.06463,0.064645,0.064608,0.064619,0.064601,0.064596,0.010516,0.01049,0.010496,0.010485,0.010564,0.010526,0,0,0,0,0,0,100
14238,10000,2,1,0.156997,0.420402,0.304401,2.62372,1.17286,0.129475,0.010533,0.010522,0.01054,0.010851,0.010522,0.01052,131081,55836,131072,88244,127948,131072,50
16017,10000,0,0,0.072657,0.072663,0.072666,0.072675,0.072691,0.072696,0.01215,0.01222,0.012137,0.0122,0.012194,0.012153,0,0,0,0,0,0,100
16017,10000,0,0,0.236211,0.514612,0.466811,4.24247,0.485525,0.183708,0.012167,0.012153,0.012172,0.012224,0.012224,0.012129,131081,131344,131072,130127,131083,131072,50
16017,10000,0,1,0.073336,0.073414,0.073372,0.073439,0.073355,0.073386,0.01186,0.011851,0.01184,0.011793,0.011844,0.011856,0,0,0,0,0,0,100
16017,10000,0,1,0.225874,0.62592,0.450313,4.02796,0.466693,0.179909,0.011838,0.011829,0.011921,0.01184,0.011847,0.011788,131081,59676,131072,90966,131083,131072,50
16017,10000,1,0,0.073142,0.073144,0.073097,0.07311,0.073059,0.07305,0.011088,0.011108,0.011131,0.010991,0.011,0.010966,0,0,0,0,0,0,100
16017,10000,1,0,0.22953,0.508373,0.459931,3.95281,2.42354,0.182178,0.010992,0.01106,0.011105,0.010975,0.011059,0.010962,131081,131344,131072,94657,108886,131072,50
16017,10000,1,1,0.073776,0.073763,0.073931,0.073767,0.073719,0.073758,0.008574,0.008657,0.008553,0.00858,0.008707,0.008694,0,0,0,0,0,0,100
16017,10000,1,1,0.227136,0.51554,0.490844,3.42776,1.26531,0.180104,0.008623,0.008762,0.008791,0.008962,0.008645,0.008542,131080,4368,8,45357,80863,131072,50
16017,10000,2,0,0.073625,0.073397,0.073485,0.073424,0.073418,0.073394,0.012137,0.012147,0.012152,0.012132,0.01214,0.012145,0,0,0,0,0,0,100
16017,10000,2,0,0.228779,0.503705,0.455133,4.30095,0.473715,0.183286,0.012203,0.01222,0.012233,0.013574,0.012146,0.012131,131081,131344,131072,127731,131083,131072,50
16017,10000,2,1,0.07258,0.072568,0.072661,0.072602,0.072571,0.07259,0.011813,0.011867,0.011839,0.011849,0.011823,0.011787,0,0,0,0,0,0,100
16017,10000,2,1,0.22947,0.646507,0.458851,4.14341,1.80412,0.185068,0.011837,0.011849,0.011921,0.011805,0.011785,0.011942,131081,55836,131072,88209,127852,131072,50
18019,10000,0,0,0.484591,1.10843,0.996418,9.34006,1.04003,0.381652,0.021801,0.021898,0.021801,0.028597,0.022707,0.021838,131081,131344,131072,130115,131083,131072,100
18019,10000,0,0,0.224022,0.495261,0.446976,4.0831,0.463918,0.178367,0.021799,0.021939,0.021754,0.027888,0.022684,0.021537,131081,131344,131072,130045,131083,131072,50
18019,10000,0,1,0.478686,1.3976,0.988383,9.11848,1.03191,0.37664,0.021308,0.021518,0.021188,0.026581,0.02234,0.0211,131080,59788,131072,90956,131083,131072,100
18019,10000,0,1,0.220535,0.599437,0.443162,3.95555,0.459636,0.174652,0.021327,0.021488,0.021306,0.026793,0.022339,0.021081,131081,59580,131072,90989,131083,131072,50
18019,10000,1,0,0.48302,1.10334,0.993679,8.75068,5.35384,0.381039,0.018032,0.018151,0.0179,0.023322,0.023754,0.01777,131083,131344,131072,94665,108938,131072,100
18019,10000,1,0,0.222701,0.489444,0.440447,3.77499,2.31429,0.175131,0.018038,0.018134,0.017868,0.023253,0.023772,0.017963,131084,131344,131072,94682,109018,131072,50
18019,10000,1,1,0.488214,1.12594,1.06875,7.60454,2.78656,0.375205,0.0153,0.015348,0.015279,0.018481,0.018861,0.01509,131080,4368,8,45357,80863,131072,100
18019,10000,1,1,0.229276,0.517959,0.491711,3.41183,1.26252,0.180723,0.01551,0.015445,0.015319,0.018466,0.018796,0.015121,131080,4368,8,45357,80863,131072,50
18019,10000,2,0,0.485286,1.10878,1.00058,9.65826,1.04116,0.387148,0.021736,0.02186,0.021507,0.028286,0.023165,0.021453,131081,131344,131072,127763,131083,131072,100
18019,10000,2,0,0.227987,0.501128,0.450346,4.2573,0.468824,0.179471,0.021681,0.021816,0.021594,0.028239,0.022911,0.02143,131081,131344,131072,127763,131083,131072,50
18019,10000,2,1,0.480286,1.35326,0.990246,9.13639,3.98421,0.375662,0.021336,0.021523,0.021344,0.026883,0.022569,0.021139,131081,55644,131072,88204,127908,131072,100
18019,10000,2,1,0.225419,0.611732,0.4507,4.04627,1.77928,0.178966,0.021351,0.021386,0.021295,0.026861,0.022527,0.021061,131081,55736,131072,88238,127978,131072,50
20271,10000,0,0,0.447913,1.00103,0.901124,8.26124,0.942885,0.362348,0.023476,0.023481,0.023217,0.03012,0.024345,0.026699,131081,131344,131072,130129,131083,131072,100
20271,10000,0,0,0.213609,0.459402,0.415473,3.70753,0.432199,0.170821,0.023522,0.023496,0.023274,0.029697,0.024403,0.023114,131081,131344,131072,130078,131083,131072,50
20271,10000,0,1,0.452747,1.22358,0.900196,8.15372,0.93595,0.354686,0.023303,0.023157,0.023026,0.028373,0.024044,0.022766,131081,59660,131072,90975,131083,131072,100
20271,10000,0,1,0.211789,0.557548,0.412501,3.60722,0.429616,0.168532,0.023036,0.023086,0.022892,0.028893,0.023994,0.022758,131081,59724,131072,90965,131083,131072,50
20271,10000,1,0,0.449642,1.00085,0.89879,7.76796,4.75296,0.352924,0.019526,0.019765,0.019456,0.024567,0.02535,0.019343,131080,131344,131072,94659,108959,131072,100
20271,10000,1,0,0.219601,0.469469,0.424828,3.57104,2.18883,0.17489,0.019662,0.019689,0.019601,0.024811,0.025357,0.019527,131081,131344,131072,94670,108959,131072,50
20271,10000,1,1,0.452557,1.02734,0.970372,6.80851,2.50341,0.355016,0.016701,0.016498,0.016394,0.019574,0.020195,0.016225,131080,4368,8,45357,80863,131072,100
20271,10000,1,1,0.211055,0.459904,0.436977,2.96907,1.10579,0.167381,0.016706,0.016481,0.01634,0.020023,0.020091,0.016268,131080,4368,8,45357,80863,131072,50
20271,10000,2,0,0.453028,1.00208,0.902176,8.58883,0.942841,0.359022,0.023463,0.023541,0.02337,0.029959,0.024563,0.023216,131081,131344,131072,127715,131083,131072,100
20271,10000,2,0,0.211729,0.458892,0.415588,3.84072,0.434013,0.1734,0.023392,0.023899,0.023336,0.029924,0.024672,0.023139,131081,131344,131072,127669,131083,131072,50
20271,10000,2,1,0.449499,1.2783,0.899934,8.14031,3.6055,0.358619,0.022984,0.023022,0.022808,0.028567,0.02455,0.022731,131081,55744,131072,88225,127976,131072,100
20271,10000,2,1,0.210488,0.554743,0.411621,3.61853,1.59677,0.169699,0.022997,0.023097,0.02287,0.028521,0.024279,0.0227,131081,55756,131072,88304,127945,131072,50
22804,10000,0,0,0.428088,0.92001,0.830151,7.4243,0.864213,0.338671,0.025879,0.02545,0.025179,0.031691,0.026572,0.025304,131081,131344,131072,130093,131083,131072,100
22804,10000,0,0,0.205648,0.426881,0.388761,3.36085,0.403659,0.168575,0.025399,0.025575,0.025222,0.031927,0.026298,0.025056,131081,131344,131072,130102,131083,131072,50
22804,10000,0,1,0.422216,1.10868,0.823635,7.25467,0.856571,0.340091,0.024902,0.025009,0.024681,0.030113,0.025793,0.024548,131081,59644,131072,90919,131083,131072,100
22804,10000,0,1,0.202085,0.510884,0.383484,3.2721,0.398733,0.163819,0.024856,0.025098,0.02499,0.030556,0.025886,0.024598,131081,59852,131072,90957,131083,131072,50
22804,10000,1,0,0.425521,0.918269,0.831429,6.98034,4.28266,0.340137,0.02133,0.02158,0.021522,0.02643,0.027452,0.020976,131081,131344,131072,94644,108939,131072,100
22804,10000,1,0,0.206055,0.429445,0.390131,3.18776,1.9477,0.166425,0.021307,0.021431,0.021133,0.026582,0.026898,0.02103,131082,131344,131072,94676,108933,131072,50
22804,10000,1,1,0.429993,0.9328,0.887587,6.0719,2.20944,0.341494,0.017926,0.017872,0.017669,0.020898,0.021205,0.017628,131080,4368,8,45357,80863,131072,100
22804,10000,1,1,0.199178,0.426235,0.404656,2.68781,1.00727,0.16325,0.01791,0.018031,0.017824,0.021081,0.021287,0.017518,131080,4368,8,45357,80863,131072,50
22804,10000,2,0,0.426051,0.913905,0.825873,7.65254,0.859122,0.340857,0.02557,0.02756,0.025502,0.031796,0.026667,0.025017,131081,131344,131072,127709,131083,131072,100
22804,10000,2,0,0.206868,0.429961,0.390745,3.49292,0.404824,0.1686,0.025323,0.025437,0.025204,0.031685,0.026565,0.02525,131081,131344,131072,127740,131083,131072,50
22804,10000,2,1,0.42408,1.12039,0.82589,7.25962,3.19903,0.341392,0.024898,0.024925,0.024675,0.030353,0.02604,0.02451,131081,55772,131072,88254,127950,131072,100
22804,10000,2,1,0.201222,0.509803,0.381098,3.26089,1.43152,0.164164,0.025919,0.024888,0.024698,0.03047,0.026121,0.02457,131080,55756,131072,88196,127946,131072,50
25654,10000,0,0,0.400096,0.834658,0.756853,6.58356,0.785209,0.326879,0.027479,0.027909,0.027379,0.033685,0.028345,0.027155,131081,131344,131072,130108,131083,131072,100
25654,10000,0,0,0.202052,0.406722,0.369707,3.11045,0.3843,0.168879,0.027419,0.027627,0.027512,0.033822,0.028496,0.027143,131081,131344,131072,130112,131083,131072,50
25654,10000,0,1,0.404735,1.02063,0.763766,6.50307,0.795094,0.334786,0.02693,0.027052,0.026871,0.032382,0.028388,0.0267,131081,59628,131072,90983,131083,131072,100
25654,10000,0,1,0.195154,0.473308,0.358019,2.95752,0.370991,0.162099,0.028255,0.027022,0.026835,0.032261,0.028071,0.026624,131081,59708,131072,90933,131083,131072,50
25654,10000,1,0,0.399503,0.834756,0.759442,6.17041,3.78898,0.333952,0.02326,0.023377,0.023146,0.028253,0.029003,0.023014,131081,131344,131072,94663,108932,131072,100
25654,10000,1,0,0.20177,0.403337,0.367457,2.90748,1.79355,0.165867,0.023346,0.023345,0.023179,0.028299,0.029102,0.023068,131080,131344,131072,94669,108952,131072,50
25654,10000,1,1,0.402678,0.851545,0.80839,5.39632,2.01296,0.329953,0.019356,0.019346,0.019366,0.022512,0.022978,0.019112,131080,4368,8,45357,80863,131072,100
25654,10000,1,1,0.195874,0.404097,0.384447,2.48332,0.938153,0.161567,0.019623,0.01943,0.019278,0.022598,0.022765,0.019024,131080,4368,8,45357,80863,131072,50
25654,10000,2,0,0.404296,0.83107,0.755182,6.78373,0.784948,0.327166,0.027437,0.027598,0.027475,0.033962,0.028755,0.027118,131081,131344,131072,127729,131083,131072,100
25654,10000,2,0,0.202018,0.401282,0.365308,3.17655,0.379302,0.163912,0.027472,0.027517,0.027249,0.033815,0.028667,0.027502,131081,131344,131072,127703,131083,131072,50
25654,10000,2,1,0.403449,1.02213,0.765187,6.52308,2.88472,0.334468,0.026962,0.026886,0.026671,0.032495,0.029633,0.026613,131080,55852,131072,88206,128005,131072,100
25654,10000,2,1,0.190459,0.463464,0.351446,2.90315,1.29019,0.157631,0.026897,0.026944,0.026865,0.032489,0.028088,0.026607,131080,55740,131072,88193,127979,131072,50
28860,10000,0,0,0.384978,0.769657,0.700955,5.84756,0.72613,0.321956,0.02993,0.029967,0.030018,0.036076,0.031178,0.029556,131081,131344,131072,130111,131083,131072,100
28860,10000,0,0,0.212456,0.427493,0.390672,3.28222,0.404121,0.175114,0.02986,0.029955,0.029668,0.035927,0.030873,0.029507,262162,262688,262144,260196,262166,262144,50
28860,10000,0,1,0.379489,0.913625,0.692453,5.67263,0.719786,0.314587,0.029255,0.029384,0.029136,0.034477,0.030304,0.028982,131081,59644,131072,90969,131083,131072,100
28860,10000,0,1,0.216151,0.518035,0.391157,3.20713,0.40528,0.177365,0.029213,0.029282,0.029083,0.035084,0.030189,0.029201,262162,119304,262144,181967,262166,262144,50
28860,10000,1,0,0.389521,0.780343,0.713181,5.59108,3.46122,0.320721,0.025538,0.025672,0.025428,0.030571,0.031006,0.025133,131080,131344,131072,94659,108868,131072,100
28860,10000,1,0,0.213905,0.430157,0.392631,3.09667,1.91236,0.178788,0.025453,0.025774,0.025445,0.030585,0.031115,0.025383,262164,262688,262144,189328,217992,262144,50
28860,10000,1,1,0.386267,0.786347,0.749273,4.82524,1.82015,0.321959,0.021356,0.021405,0.021084,0.024129,0.024676,0.020862,131080,4368,8,45357,80863,131072,100
28860,10000,1,1,0.20793,0.426818,0.407028,2.61096,0.980571,0.17213,0.021221,0.021076,0.020931,0.024137,0.024365,0.020778,262161,8748,16,90682,161685,262144,50
28860,10000,2,0,0.386043,0.768321,0.700461,6.04425,0.727773,0.318692,0.029921,0.029996,0.029707,0.036266,0.031152,0.029546,131081,131344,131072,127710,131083,131072,100
28860,10000,2,0,0.21343,0.423888,0.387597,3.32147,0.399843,0.176311,0.029947,0.030027,0.029753,0.036325,0.031093,0.029531,262162,262688,262144,255460,262166,262144,50
28860,10000,2,1,0.387077,0.935397,0.707321,5.85423,2.59233,0.325166,0.029163,0.029278,0.029214,0.034844,0.030412,0.028947,131081,55704,131072,88258,127906,131072,100
28860,10000,2,1,0.215694,0.517105,0.389214,3.19172,1.42005,0.177783,0.029241,0.029256,0.028981,0.034604,0.030338,0.028832,262162,111396,262144,176374,255837,262144,50
32467,10000,0,0,0.377743,0.724331,0.660229,5.30151,0.684063,0.318006,0.032539,0.032688,0.032386,0.038841,0.033567,0.032188,131081,131344,131072,130136,131083,131072,100
32467,10000,0,0,0.269312,0.582089,0.526615,4.71356,0.548091,0.216206,0.032537,0.032742,0.032371,0.039192,0.033544,0.032338,262162,262688,262144,260256,262166,262144,50
32467,10000,0,1,0.378005,0.861856,0.660476,5.20749,0.685671,0.321083,0.032019,0.031988,0.031726,0.037335,0.032867,0.031665,131081,59676,131072,90918,131083,131072,100
32467,10000,0,1,0.272976,0.713344,0.525263,4.62264,0.546038,0.219024,0.031979,0.031926,0.031766,0.037592,0.033184,0.031962,262162,119224,262144,181991,262166,262144,50
32467,10000,1,0,0.377512,0.718627,0.659451,4.97775,3.12537,0.318553,0.028419,0.027975,0.027962,0.033244,0.033587,0.027819,131081,131344,131072,94648,108973,131072,100
32467,10000,1,0,0.273497,0.584311,0.530485,4.48288,2.76664,0.217162,0.027998,0.028156,0.027768,0.033007,0.033671,0.027791,262163,262688,262144,189307,217839,262144,50
32467,10000,1,1,0.371432,0.717397,0.68738,4.25078,1.62284,0.31408,0.023096,0.02292,0.022956,0.026597,0.026362,0.022883,131080,4368,8,45357,80863,131072,100
32467,10000,1,1,0.267503,0.586195,0.556371,3.7956,1.38325,0.217593,0.023135,0.022955,0.022719,0.026131,0.026257,0.023018,262161,8748,16,90682,161685,262144,50
32467,10000,2,0,0.376325,0.71912,0.660859,5.44496,0.681231,0.323297,0.032547,0.032612,0.032376,0.039102,0.033743,0.032487,131081,131344,131072,127776,131083,131072,100
32467,10000,2,0,0.266417,0.573299,0.518005,4.79733,0.540691,0.212177,0.032541,0.032576,0.032429,0.039147,0.033799,0.032169,262162,262688,262144,255425,262166,262144,50
32467,10000,2,1,0.375382,0.86577,0.662433,5.23312,2.34084,0.317621,0.031801,0.031992,0.031801,0.039064,0.03318,0.031769,131081,55740,131072,88159,127897,131072,100
32467,10000,2,1,0.275815,0.718538,0.533777,4.69324,2.07157,0.217528,0.031828,0.033942,0.031752,0.037279,0.033207,0.031561,262162,111320,262144,176531,255861,262144,50
36525,10000,0,0,0.529596,1.14804,1.03133,9.29074,1.07881,0.425319,0.042995,0.043349,0.042967,0.055328,0.044905,0.04282,262162,262688,262144,260282,262166,262144,100
36525,10000,0,0,0.260809,0.55769,0.50312,4.42129,0.525316,0.213369,0.042974,0.044164,0.042782,0.0555,0.04525,0.042492,262162,262688,262144,260263,262166,262144,50
36525,10000,0,1,0.530113,1.43464,1.03905,9.20263,1.08897,0.424012,0.04226,0.042894,0.042154,0.052742,0.044097,0.041758,262162,119304,262144,181892,262166,262144,100
36525,10000,0,1,0.253924,0.648273,0.486707,4.2194,0.508973,0.204936,0.04222,0.042435,0.042315,0.052738,0.044231,0.04179,262162,119336,262144,181918,262166,262144,50
36525,10000,1,0,0.521223,1.13386,1.0217,8.65257,5.31087,0.424779,0.035952,0.035955,0.035907,0.045721,0.046944,0.035792,262161,262688,262144,189323,217684,262144,100
36525,10000,1,0,0.259558,0.546536,0.493072,4.0808,2.49506,0.207958,0.036055,0.035966,0.03552,0.045819,0.046999,0.035269,262161,262688,262144,189315,217881,262144,50
36525,10000,1,1,0.520503,1.14932,1.09615,7.47534,2.71916,0.427328,0.030304,0.030511,0.030129,0.036215,0.034747,0.029752,262161,8748,16,90682,161685,262144,100
36525,10000,1,1,0.259695,0.561858,0.532201,3.56847,1.30765,0.210525,0.030182,0.033674,0.030002,0.036202,0.034552,0.029787,262161,8748,16,90682,161685,262144,50
36525,10000,2,0,0.531646,1.14442,1.02608,9.61018,1.07617,0.42422,0.043025,0.043286,0.042695,0.055661,0.045241,0.042592,262162,262688,262144,255400,262166,262144,100
36525,10000,2,0,0.262244,0.556763,0.503,4.59879,0.526698,0.213194,0.043019,0.043258,0.042652,0.055755,0.045252,0.043406,262162,262688,262144,255366,262166,262144,50
36525,10000,2,1,0.527534,1.40368,1.03456,9.20917,4.05309,0.433418,0.042281,0.042498,0.042099,0.05339,0.044772,0.041635,262162,111596,262144,176448,255880,262144,100
36525,10000,2,1,0.264806,0.6866,0.506135,4.43302,1.94514,0.218898,0.04221,0.042578,0.042146,0.053369,0.04505,0.041717,262161,111544,262144,176478,255735,262144,50
41090,10000,0,0,0.511963,1.05927,0.957434,8.31302,1.0006,0.42104,0.046465,0.046678,0.04628,0.058608,0.04849,0.045935,262162,262688,262144,260259,262166,262144,100
41090,10000,0,0,0.252895,0.512921,0.464637,3.9164,0.483655,0.208542,0.046588,0.046742,0.046269,0.059152,0.04828,0.04658,262162,262688,262144,260177,262166,262144,50
41090,10000,0,1,0.507397,1.27045,0.953622,8.16468,0.998458,0.414027,0.045714,0.04584,0.045501,0.056251,0.047601,0.045031,262162,119288,262144,181939,262166,262144,100
41090,10000,0,1,0.254298,0.617343,0.465021,3.89446,0.486334,0.20872,0.047462,0.045817,0.045428,0.05609,0.047444,0.04513,262162,119496,262144,181886,262166,262144,50
41090,10000,1,0,0.505718,1.04873,0.949729,7.74332,4.74787,0.411752,0.039179,0.03905,0.038699,0.048793,0.050259,0.038459,262162,262688,262144,189340,217851,262144,100
41090,10000,1,0,0.258683,0.519847,0.472027,3.7703,2.31569,0.213454,0.03897,0.039343,0.038913,0.048904,0.050097,0.038371,262164,262688,262144,189298,217779,262144,50
41090,10000,1,1,0.500466,1.06255,1.01168,6.6937,2.46552,0.414796,0.032705,0.03375,0.032545,0.038945,0.036934,0.033041,262161,8748,16,90682,161685,262144,100
41090,10000,1,1,0.245478,0.512618,0.486493,3.17054,1.16743,0.207049,0.032649,0.032593,0.032509,0.03912,0.037177,0.032124,262161,8748,16,90682,161685,262144,50
41090,10000,2,0,0.510344,1.05833,0.956737,8.54488,0.99781,0.413178,0.046526,0.046728,0.046224,0.059156,0.048967,0.045961,262162,262688,262144,255403,262166,262144,100
41090,10000,2,0,0.252313,0.511883,0.463963,4.06372,0.482804,0.207129,0.046377,0.046649,0.046195,0.05974,0.048772,0.045948,262162,262688,262144,255434,262166,262144,50
