size,numberQueries,keyDistribution,valueDistribution,snappy_read_times,simd_read_times,rle_read_times,zlib_read_times,zstandard_read_timesuncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,zlib_load_times,zstandard_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,zlib_sizes,zstandard_sizes,uncompressed_sizes,readPercentage
46226,10000,0,0,0.171099,0.172029,0.169211,0.168651,0.168562,0.169725,0.035022,0.034796,0.034976,0.034879,0.034862,0.034839,0,0,0,0,0,0,100
46226,10000,0,0,0.08934,0.089627,0.089057,0.089768,0.089567,0.089476,0.034875,0.034997,0.034858,0.035155,0.034879,0.034864,0,0,0,0,0,0,50
46226,10000,0,1,0.169938,0.169069,0.166337,0.166313,0.167228,0.165757,0.033982,0.033908,0.034248,0.033894,0.033896,0.034235,0,0,0,0,0,0,100
46226,10000,0,1,0.08759,0.088407,0.087625,0.088005,0.088327,0.08846,0.033866,0.034363,0.033866,0.034956,0.033882,0.03392,0,0,0,0,0,0,50
46226,10000,1,0,0.167283,0.166226,0.167403,0.168298,0.16814,0.167228,0.032184,0.03198,0.03177,0.031722,0.031691,0.031733,0,0,0,0,0,0,100
46226,10000,1,0,0.086875,0.088085,0.08725,0.088641,0.0878,0.08797,0.032037,0.031759,0.031788,0.031965,0.031844,0.031986,0,0,0,0,0,0,50
46226,10000,1,1,0.169773,0.168394,0.170883,0.169255,0.171793,0.171638,0.024903,0.025025,0.025167,0.024928,0.025023,0.024901,0,0,0,0,0,0,100
46226,10000,1,1,0.088682,0.087443,0.089007,0.088016,0.088674,0.087464,0.02501,0.025302,0.024968,0.0257,0.025435,0.024956,0,0,0,0,0,0,50
46226,10000,2,0,0.165651,0.166888,0.16936,0.166538,0.164943,0.168173,0.034915,0.034803,0.034774,0.034898,0.034819,0.034781,0,0,0,0,0,0,100
46226,10000,2,0,0.089342,0.089554,0.088728,0.088869,0.088715,0.089281,0.034818,0.035017,0.034794,0.034829,0.034918,0.035063,0,0,0,0,0,0,50
46226,10000,2,1,0.16672,0.168469,0.166185,0.166671,0.167076,0.167776,0.034282,0.033833,0.033863,0.033843,0.033785,0.033886,0,0,0,0,0,0,100
46226,10000,2,1,0.089964,0.08979,0.089167,0.08893,0.088846,0.089508,0.033799,0.033882,0.034017,0.033833,0.033774,0.033744,0,0,0,0,0,0,50
52004,10000,0,0,0.191084,0.19109,0.190858,0.18947,0.189965,0.191307,0.039151,0.039136,0.039147,0.039208,0.039131,0.039052,0,0,0,0,0,0,100
52004,10000,0,0,0.103838,0.102907,0.103277,0.101772,0.103472,0.102868,0.039119,0.039203,0.039101,0.039343,0.039185,0.039122,0,0,0,0,0,0,50
52004,10000,0,1,0.192383,0.192273,0.190896,0.192546,0.19258,0.189968,0.038124,0.038112,0.038726,0.038089,0.038118,0.038075,0,0,0,0,0,0,100
52004,10000,0,1,0.101646,0.100749,0.101902,0.101081,0.10143,0.100949,0.038186,0.038103,0.038351,0.038093,0.038092,0.038096,0,0,0,0,0,0,50
52004,10000,1,0,0.19086,0.19169,0.192553,0.190209,0.191241,0.190216,0.035869,0.035965,0.035643,0.035934,0.035674,0.035702,0,0,0,0,0,0,100
52004,10000,1,0,0.102723,0.101642,0.101775,0.10283,0.101373,0.101934,0.03599,0.035766,0.035659,0.035765,0.035852,0.035625,0,0,0,0,0,0,50
52004,10000,1,1,0.191289,0.191055,0.191716,0.188949,0.190637,0.191924,0.028022,0.028044,0.028009,0.028033,0.028035,0.027995,0,0,0,0,0,0,100
52004,10000,1,1,0.09986,0.099205,0.098862,0.100143,0.100009,0.099366,0.028037,0.028151,0.028005,0.028512,0.028002,0.028188,0,0,0,0,0,0,50
52004,10000,2,0,0.189909,0.18901,0.188428,0.189414,0.190136,0.18832,0.039506,0.039216,0.039126,0.039121,0.039144,0.039113,0,0,0,0,0,0,100
52004,10000,2,0,0.100167,0.100462,0.099677,0.099518,0.100393,0.100157,0.039139,0.039153,0.039145,0.039111,0.039279,0.039142,0,0,0,0,0,0,50
52004,10000,2,1,0.191172,0.191792,0.193508,0.192239,0.192497,0.19236,0.038022,0.038021,0.037932,0.037978,0.037955,0.038,0,0,0,0,0,0,100
52004,10000,2,1,0.103311,0.102938,0.10276,0.103498,0.103336,0.103644,0.038103,0.037945,0.037921,0.038138,0.037956,0.037973,0,0,0,0,0,0,50
58504,10000,0,0,0.217682,0.21741,0.216548,0.215639,0.216272,0.216949,0.043968,0.043936,0.043982,0.04417,0.043974,0.043927,0,0,0,0,0,0,100
58504,10000,0,0,0.116437,0.116151,0.116916,0.116054,0.116458,0.116751,0.04399,0.043947,0.044084,0.044111,0.044065,0.043984,0,0,0,0,0,0,50
58504,10000,0,1,0.216748,0.218152,0.216199,0.218459,0.217,0.21692,0.042813,0.042985,0.042783,0.042768,0.042756,0.043782,0,0,0,0,0,0,100
58504,10000,0,1,0.11454,0.1147,0.11433,0.115169,0.115177,0.114549,0.042776,0.042895,0.042782,0.042871,0.042878,0.042888,0,0,0,0,0,0,50
58504,10000,1,0,0.21748,0.219037,0.218794,0.216389,0.217891,0.219323,0.040026,0.040031,0.040308,0.040231,0.040088,0.040373,0,0,0,0,0,0,100
58504,10000,1,0,0.111675,0.111202,0.111225,0.112073,0.110886,0.111295,0.040094,0.040113,0.040152,0.040461,0.040246,0.040398,0,0,0,0,0,0,50
58504,10000,1,1,0.216901,0.217265,0.218587,0.217216,0.218074,0.217217,0.03148,0.031786,0.031492,0.031533,0.031781,0.033493,0,0,0,0,0,0,100
58504,10000,1,1,0.113706,0.113902,0.113944,0.11298,0.113528,0.113563,0.03177,0.031766,0.031519,0.032327,0.031461,0.031556,0,0,0,0,0,0,50
58504,10000,2,0,0.21896,0.217532,0.217014,0.219118,0.217284,0.217329,0.043961,0.04405,0.043982,0.044039,0.044019,0.044007,0,0,0,0,0,0,100
58504,10000,2,0,0.112903,0.113333,0.113387,0.113435,0.113272,0.113138,0.043954,0.043999,0.043985,0.043972,0.043923,0.044056,0,0,0,0,0,0,50
58504,10000,2,1,0.21357,0.217843,0.215394,0.215772,0.216393,0.216364,0.042777,0.042821,0.042711,0.043286,0.042868,0.042649,0,0,0,0,0,0,100
58504,10000,2,1,0.112921,0.113548,0.11267,0.112827,0.113236,0.112316,0.043066,0.042673,0.042664,0.04267,0.043357,0.042718,0,0,0,0,0,0,50
65817,10000,0,0,1.80177,4.12702,3.71474,41.609,3.93855,1.35818,0.085341,0.085968,0.084577,0.111722,0.09943,0.08428,524315,525340,524288,510121,524308,524288,100
65817,10000,0,0,0.886293,2.01998,1.81683,20.1456,1.93027,0.678877,0.084855,0.085629,0.084771,0.111249,0.097072,0.08438,524315,525340,524288,510571,524308,524288,50
65817,10000,0,1,1.79598,5.36313,3.70908,39.3514,16.414,1.37319,0.083712,0.084919,0.083595,0.106846,0.096909,0.0828,524315,222280,524288,352775,513423,524288,100
65817,10000,0,1,0.898574,2.66154,1.82474,19.2301,8.07211,0.669705,0.083746,0.08496,0.083483,0.107258,0.096309,0.082621,524315,222612,524288,352676,513357,524288,50
65817,10000,1,0,1.81475,4.14225,3.72219,37.7876,15.6841,1.36041,0.067159,0.070627,0.066633,0.087392,0.079473,0.066527,524313,525340,524288,378653,452395,524288,100
65817,10000,1,0,0.884278,2.00034,1.80943,18.305,7.58317,0.664361,0.067472,0.06767,0.066862,0.08924,0.079636,0.066838,524318,525340,524288,378722,452290,524288,50
65817,10000,1,1,1.81867,4.14733,3.96407,32.4778,11.7033,1.36882,0.057417,0.057727,0.058014,0.069392,0.080136,0.056905,524312,17436,8,181352,339744,524288,100
65817,10000,1,1,0.885273,1.98439,1.90438,15.4608,5.56459,0.658394,0.057413,0.057941,0.057433,0.070013,0.077592,0.056535,524312,17436,8,181352,339744,524288,50
65817,10000,2,0,1.81683,4.12645,3.71023,42.4009,10.1473,1.34119,0.084939,0.088785,0.085246,0.113249,0.098182,0.084011,524315,525340,524288,500610,518519,524288,100
65817,10000,2,0,0.881998,2.00965,1.81575,20.5714,4.98559,0.660993,0.087543,0.086005,0.084742,0.113371,0.097824,0.084209,524315,525340,524288,500469,518428,524288,50
65817,10000,2,1,1.82162,5.45584,3.71773,40.383,16.66,1.38443,0.083565,0.085342,0.084185,0.107356,0.096452,0.08274,524314,206108,524288,342296,492287,524288,100
65817,10000,2,1,0.879891,2.64273,1.81605,19.4369,7.9932,0.656004,0.083719,0.084582,0.083223,0.107609,0.096455,0.082773,524315,206092,524288,341743,492480,524288,50
74044,10000,0,0,1.65887,3.72565,3.35207,37.0233,3.56915,1.24191,0.091022,0.091918,0.091052,0.118519,0.104137,0.090176,524315,525340,524288,510219,524308,524288,100
74044,10000,0,0,0.821509,1.8504,1.6681,18.0935,1.76315,0.638872,0.091054,0.092319,0.090733,0.117855,0.104113,0.090331,524315,525340,524288,510700,524308,524288,50
74044,10000,0,1,1.70029,4.96878,3.41206,35.4734,14.8088,1.27934,0.089798,0.090833,0.089484,0.11261,0.102684,0.088928,524315,222364,524288,352767,513534,524288,100
74044,10000,0,1,0.821574,2.37394,1.66429,17.1827,7.29974,0.62133,0.090827,0.090619,0.089323,0.118329,0.102339,0.088621,524315,222100,524288,352787,513466,524288,50
74044,10000,1,0,1.66753,3.75387,3.36715,33.6978,14.2117,1.25827,0.07281,0.073267,0.072283,0.093058,0.085394,0.071812,524317,525340,524288,378642,452328,524288,100
74044,10000,1,0,0.82096,1.8091,1.6434,16.1821,6.76979,0.616818,0.07278,0.073684,0.072184,0.093414,0.084916,0.072107,524317,525340,524288,378662,452276,524288,50
74044,10000,1,1,1.6928,3.74757,3.58853,28.9139,10.4448,1.25008,0.061678,0.062165,0.061504,0.074361,0.081928,0.061025,524312,17436,8,181352,339744,524288,100
74044,10000,1,1,0.825147,1.82649,1.74747,13.9693,5.06163,0.616371,0.062119,0.062093,0.061105,0.073893,0.08509,0.061324,524312,17436,8,181352,339744,524288,50
74044,10000,2,0,1.6576,3.73499,3.37146,37.8097,9.05369,1.25787,0.091506,0.092486,0.093636,0.119953,0.103649,0.090591,524315,525340,524288,500732,518458,524288,100
74044,10000,2,0,0.819148,1.84078,1.65767,18.4159,4.43872,0.629548,0.091034,0.091717,0.090649,0.120653,0.104071,0.090226,524315,525340,524288,500568,518396,524288,50
74044,10000,2,1,1.68158,4.82702,3.37549,35.9364,14.8963,1.24715,0.090064,0.090167,0.089245,0.112543,0.10207,0.088834,524315,206036,524288,342053,492214,524288,100
74044,10000,2,1,0.823919,2.42465,1.67077,17.6508,7.27678,0.626223,0.08947,0.090265,0.08903,0.112627,0.10243,0.088393,524315,205944,524288,341929,491963,524288,50
83299,10000,0,0,1.54825,3.41086,3.0895,33.0854,3.25897,1.18367,0.097979,0.098908,0.101039,0.125122,0.11097,0.097079,524315,525340,524288,510457,524308,524288,100
83299,10000,0,0,0.777606,1.69295,1.54001,16.3591,1.6187,0.611603,0.097934,0.098687,0.097488,0.124873,0.110494,0.09706,524315,525340,524288,510439,524308,524288,50
83299,10000,0,1,1.53421,4.41983,3.06464,31.0749,13.2403,1.1848,0.096512,0.098197,0.099461,0.120145,0.109186,0.095517,524315,222388,524288,352618,513540,524288,100
83299,10000,0,1,0.769461,2.16618,1.50527,15.1804,6.46417,0.581373,0.096255,0.097121,0.095797,0.119387,0.109381,0.095208,524315,222260,524288,352699,513446,524288,50
83299,10000,1,0,1.56428,3.41985,3.0791,30.1445,12.5714,1.19563,0.079236,0.079853,0.078398,0.099622,0.091453,0.078324,524316,525340,524288,378706,452348,524288,100
83299,10000,1,0,0.770962,1.68436,1.51702,14.7184,6.15251,0.597933,0.078953,0.080277,0.078696,0.102571,0.091709,0.078716,524316,525340,524288,378615,452351,524288,50
83299,10000,1,1,1.55084,3.38107,3.23446,25.6085,9.29542,1.19455,0.066872,0.067017,0.066046,0.079103,0.087121,0.066007,524312,17436,8,181352,339744,524288,100
83299,10000,1,1,0.7826,1.70458,1.63608,12.8373,4.67892,0.602432,0.067072,0.066988,0.066561,0.078943,0.086561,0.066227,524312,17436,8,181352,339744,524288,50
83299,10000,2,0,1.53667,3.37217,3.0861,33.5956,8.10155,1.1717,0.098564,0.098823,0.097754,0.126032,0.111085,0.097119,524315,525340,524288,500349,518420,524288,100
83299,10000,2,0,0.76833,1.67527,1.52256,16.5783,4.01046,0.603319,0.097734,0.099129,0.097518,0.1268,0.110482,0.096701,524315,525340,524288,500481,518346,524288,50
83299,10000,2,1,1.53533,4.40401,3.07016,31.9263,13.2669,1.17821,0.096088,0.097057,0.095805,0.119946,0.109198,0.095068,524315,205656,524288,342097,492625,524288,100
83299,10000,2,1,0.761744,2.14286,1.50884,15.5937,6.48612,0.588775,0.096187,0.097152,0.096283,0.119634,0.108839,0.095255,524315,206088,524288,341704,492365,524288,50
93711,10000,0,0,1.46479,3.12982,2.83532,29.4984,2.98752,1.13867,0.105688,0.106934,0.10593,0.132364,0.118932,0.104944,524315,525340,524288,510648,524308,524288,100
93711,10000,0,0,0.701119,1.47413,1.34388,13.8718,1.42435,0.539358,0.107285,0.106845,0.105607,0.132351,0.11791,0.105127,524315,525340,524288,510700,524308,524288,50
93711,10000,0,1,1.45466,4.00606,2.81748,27.8767,11.8164,1.13741,0.103789,0.104995,0.103652,0.128109,0.116669,0.10297,524315,222712,524288,352800,513354,524288,100
93711,10000,0,1,0.710894,1.93656,1.36453,13.3169,5.61735,0.551515,0.111941,0.104521,0.103488,0.127568,0.116739,0.103097,524315,222320,524288,352810,513523,524288,50
93711,10000,1,0,1.46624,3.1182,2.82257,26.8088,11.3162,1.13443,0.088435,0.086748,0.087102,0.107002,0.098996,0.085216,524315,525340,524288,378704,452336,524288,100
93711,10000,1,0,0.739466,1.57299,1.42955,13.393,5.6692,0.582086,0.086057,0.087304,0.085802,0.107255,0.099896,0.085147,524312,525340,524288,378649,452350,524288,50
93711,10000,1,1,1.47546,3.11323,2.98125,23.0267,8.45009,1.12708,0.072358,0.072567,0.07214,0.086166,0.09311,0.071566,524312,17436,8,181352,339744,524288,100
93711,10000,1,1,0.738987,1.53599,1.47095,11.267,4.1409,0.567455,0.072324,0.072672,0.071739,0.084827,0.092493,0.072019,524312,17436,8,181352,339744,524288,50
93711,10000,2,0,1.45779,3.12412,2.833,30.1933,7.43994,1.14064,0.105973,0.106554,0.105724,0.134251,0.118948,0.105168,524315,525340,524288,500938,518420,524288,100
93711,10000,2,0,0.722401,1.53134,1.3924,14.7058,3.61011,0.570042,0.106255,0.10802,0.108615,0.134184,0.118988,0.104733,524315,525340,524288,501041,518408,524288,50
93711,10000,2,1,1.44968,4.03192,2.81082,28.5737,11.9017,1.12125,0.103779,0.10447,0.10372,0.127232,0.116404,0.102825,524315,206048,524288,341890,491913,524288,100
93711,10000,2,1,0.719619,1.98806,1.39893,14.0032,5.84665,0.559765,0.103703,0.104647,0.104529,0.133502,0.116563,0.103015,524315,205916,524288,341742,492118,524288,50
105424,10000,0,0,1.36522,2.81126,2.5809,26.0793,2.70733,1.0737,0.11437,0.115228,0.114445,0.141093,0.126313,0.113423,524315,525340,524288,510329,524308,524288,100
105424,10000,0,0,0.693582,1.43584,1.32316,13.1066,1.38355,0.559759,0.114401,0.115186,0.113891,0.140895,0.127097,0.113393,524315,525340,524288,510614,524308,524288,50
105424,10000,0,1,1.3675,3.66058,2.58648,24.6718,10.5063,1.07726,0.112559,0.113282,0.111837,0.136906,0.125261,0.111539,524315,222388,524288,352737,513377,524288,100
105424,10000,0,1,0.679535,1.80714,1.28717,12.0929,5.18391,0.553906,0.112268,0.11382,0.111733,0.135522,0.125144,0.11151,524315,222432,524288,352785,513537,524288,50
105424,10000,1,0,1.38886,2.83944,2.60129,23.8004,10.0242,1.0843,0.093763,0.095254,0.093598,0.114122,0.107726,0.095949,524314,525340,524288,378636,452272,524288,100
105424,10000,1,0,0.688402,1.41972,1.29895,11.8088,4.99985,0.550048,0.09511,0.094891,0.093376,0.114972,0.10636,0.093261,524318,525340,524288,378653,452324,524288,50
105424,10000,1,1,1.3851,2.85443,2.73211,20.5235,7.58569,1.08868,0.078593,0.078808,0.078395,0.091763,0.100105,0.077873,524312,17436,8,181352,339744,524288,100
105424,10000,1,1,0.69144,1.40488,1.34974,10.0665,3.72318,0.539919,0.079053,0.078882,0.077967,0.091402,0.09859,0.077808,524312,17436,8,181352,339744,524288,50
105424,10000,2,0,1.38976,2.88033,2.64453,27.0706,6.71446,1.11351,0.114398,0.115279,0.114561,0.144655,0.127758,0.11354,524315,525340,524288,500686,518457,524288,100
105424,10000,2,0,0.694407,1.439,1.31436,13.3518,3.33186,0.559951,0.114476,0.116215,0.114079,0.142794,0.127764,0.113726,524315,525340,524288,500507,518401,524288,50
105424,10000,2,1,1.39912,3.71044,2.63642,25.692,10.8228,1.11507,0.112861,0.112891,0.111811,0.135744,0.125101,0.111673,524315,206300,524288,341828,492327,524288,100
105424,10000,2,1,0.693409,1.83534,1.30899,12.6626,5.32889,0.548315,0.111755,0.113056,0.11215,0.135518,0.124654,0.111236,524315,206012,524288,341631,492242,524288,50
118602,10000,0,0,1.31814,2.62953,2.41546,23.1692,2.53296,1.05755,0.12476,0.125047,0.123998,0.150751,0.14155,0.123699,524315,525340,524288,510317,524308,524288,100
118602,10000,0,0,0.669338,1.32578,1.20421,11.5585,1.25772,0.532255,0.124171,0.124863,0.12322,0.150466,0.13639,0.123475,524315,525340,524288,510413,524308,524288,50
118602,10000,0,1,1.3388,3.37175,2.43692,22.4353,9.61514,1.08162,0.121753,0.122986,0.121745,0.176665,0.13413,0.120783,524315,222624,524288,352790,513510,524288,100
118602,10000,0,1,0.667262,1.67092,1.21074,10.9586,4.71974,0.53843,0.121717,0.122865,0.121451,0.144498,0.134381,0.121038,524313,222324,524288,352638,513320,524288,50
118602,10000,1,0,1.32843,2.64359,2.43383,21.3094,9.09191,1.0687,0.102949,0.103787,0.102812,0.123406,0.121081,0.101929,524313,525340,524288,378665,452320,524288,100
118602,10000,1,0,0.663914,1.3349,1.21411,10.5955,4.53926,0.540912,0.103136,0.103338,0.103398,0.123151,0.115631,0.102045,524316,525340,524288,378591,452322,524288,50
118602,10000,1,1,1.3212,2.62224,2.51269,18.24,6.80837,1.06777,0.085822,0.086004,0.085395,0.097998,0.105964,0.085287,524312,17436,8,181352,339744,524288,100
118602,10000,1,1,0.666954,1.30795,1.25741,9.02984,3.37277,0.546796,0.085544,0.086734,0.085169,0.097768,0.105486,0.085037,524312,17436,8,181352,339744,524288,50
118602,10000,2,0,1.30215,2.60649,2.39815,23.5716,5.90269,1.05757,0.124505,0.125017,0.124125,0.152934,0.136863,0.12346,524315,525340,524288,500556,518419,524288,100
118602,10000,2,0,0.655788,1.33175,1.20906,11.8059,2.98558,0.53856,0.124218,0.125234,0.123773,0.153314,0.137161,0.124021,524315,525340,524288,500952,518448,524288,50
118602,10000,2,1,1.31458,3.38252,2.4233,22.6937,9.65378,1.08528,0.121443,0.122755,0.122192,0.145477,0.135373,0.120633,524315,205920,524288,341833,492076,524288,100
118602,10000,2,1,0.651031,1.64057,1.19352,11.0217,4.66952,0.534127,0.121646,0.122963,0.120773,0.145095,0.134069,0.121166,524315,206132,524288,341914,492022,524288,50
133427,10000,0,0,1.90071,4.36595,3.93386,41.4245,4.19065,1.45678,0.171261,0.171177,0.168015,0.221506,0.194283,0.167544,1048630,1050680,1048576,1021095,1048616,1048576,100
133427,10000,0,0,0.957076,2.17921,1.96352,20.5532,2.08229,0.736187,0.169809,0.170823,0.1687,0.2238,0.192963,0.169433,1048630,1050680,1048576,1020846,1048616,1048576,50
133427,10000,0,1,1.90616,5.62981,3.95574,39.2335,16.7146,1.47199,0.166707,0.167998,0.167226,0.212685,0.191669,0.166547,1048630,444716,1048576,705557,1026913,1048576,100
133427,10000,0,1,0.949197,2.76417,1.95202,19.2684,8.18447,0.721606,0.166447,0.168,0.165724,0.212145,0.193125,0.164831,1048629,444728,1048576,705458,1026588,1048576,50
133427,10000,1,0,1.9117,4.38373,3.93672,37.3804,15.9547,1.43121,0.133649,0.134754,0.134073,0.174193,0.157643,0.13196,1048624,1050680,1048576,757236,912118,1048576,100
133427,10000,1,0,0.956232,2.18525,1.95873,18.5812,7.9782,0.742808,0.135677,0.134941,0.13508,0.173926,0.16853,0.132133,1048630,1050680,1048576,757291,912163,1048576,50
133427,10000,1,1,1.92098,4.21261,4.01884,32.2895,11.7088,1.48734,0.114726,0.114399,0.112795,0.138678,0.146365,0.112838,1048623,34884,16,362713,694269,1048576,100
133427,10000,1,1,0.961242,2.1012,2.00739,16.0324,5.8415,0.732393,0.115115,0.114394,0.113721,0.138731,0.147693,0.113215,1048623,34884,16,362713,694269,1048576,50
133427,10000,2,0,1.94011,4.425,3.96086,42.479,10.4621,1.48021,0.169455,0.172438,0.169269,0.225883,0.194213,0.167441,1048630,1050680,1048576,1001466,1036871,1048576,100
133427,10000,2,0,0.943047,2.17164,1.96441,20.8905,5.11499,0.7272,0.169694,0.171609,0.168998,0.226234,0.194527,0.167404,1048630,1050680,1048576,1001186,1036764,1048576,50
133427,10000,2,1,1.93097,5.60473,3.95029,40.2526,16.7362,1.50379,0.166456,0.167582,0.166952,0.213488,0.197083,0.164525,1048629,412024,1048576,683799,984551,1048576,100
133427,10000,2,1,0.928631,2.71564,1.92144,19.4488,8.11513,0.707007,0.168568,0.168666,0.165934,0.213156,0.190981,0.164925,1048630,411764,1048576,683795,984199,1048576,50
150105,10000,0,0,1.88261,4.07196,3.69109,37.286,3.89864,1.43835,0.181936,0.183389,0.180705,0.234204,0.206302,0.180562,1048630,1050680,1048576,1021128,1048616,1048576,100
150105,10000,0,0,0.902096,1.99854,1.81181,18.2029,1.91307,0.720692,0.181793,0.189054,0.181307,0.234437,0.206356,0.181115,1048630,1050680,1048576,1020942,1048616,1048576,50
150105,10000,0,1,1.81277,5.14523,3.65299,35.113,15.2156,1.41976,0.179861,0.180081,0.17927,0.22516,0.203801,0.177215,1048628,444612,1048576,705718,1026809,1048576,100
150105,10000,0,1,0.952368,2.59727,1.85836,17.6429,7.5003,0.72432,0.178859,0.180358,0.178025,0.224423,0.210285,0.181364,1048629,444640,1048576,705274,1026773,1048576,50
150105,10000,1,0,1.82748,4.02578,3.64618,33.4242,14.4903,1.41346,0.144653,0.14581,0.144562,0.185873,0.168955,0.143719,1048634,1050680,1048576,757276,912148,1048576,100
150105,10000,1,0,0.898231,1.97548,1.79715,16.2642,7.0779,0.693185,0.145114,0.145838,0.143987,0.185757,0.169476,0.143173,1048632,1050680,1048576,757343,912213,1048576,50
150105,10000,1,1,1.88596,3.86655,3.70339,28.7875,10.5662,1.40241,0.122988,0.124082,0.122267,0.147778,0.155873,0.121463,1048623,34884,16,362713,694269,1048576,100
150105,10000,1,1,0.926847,1.95368,1.86461,14.4128,5.29821,0.713245,0.123049,0.123376,0.122628,0.147119,0.154776,0.121562,1048623,34884,16,362713,694269,1048576,50
150105,10000,2,0,1.8133,4.03056,3.63431,37.6283,9.41665,1.42412,0.182068,0.183283,0.180802,0.239227,0.207321,0.179784,1048630,1050680,1048576,1000945,1036843,1048576,100
150105,10000,2,0,0.89879,1.99389,1.8096,18.479,4.62098,0.721982,0.181549,0.182943,0.182337,0.237685,0.206435,0.180263,1048630,1050680,1048576,1001371,1036650,1048576,50
150105,10000,2,1,1.82336,5.13083,3.64827,35.8442,14.9323,1.42404,0.18036,0.179556,0.177298,0.224892,0.20346,0.176663,1048629,411776,1048576,683754,984615,1048576,100
150105,10000,2,1,0.913602,2.5379,1.83019,17.6996,7.49182,0.712677,0.178609,0.179489,0.177713,0.224971,0.203001,0.17739,1048630,411852,1048576,683936,983771,1048576,50
168868,10000,0,0,1.77743,3.80587,3.46671,33.3868,3.64827,1.43503,0.195831,0.197213,0.196077,0.24887,0.220239,0.193797,1048630,1050680,1048576,1020975,1048616,1048576,100
168868,10000,0,0,0.869483,1.83677,1.68641,16.0947,1.75833,0.683809,0.195924,0.199056,0.195062,0.248746,0.220686,0.19369,1048630,1050680,1048576,1020771,1048616,1048576,50
168868,10000,0,1,1.75894,4.71478,3.40264,31.1296,13.4536,1.40417,0.192126,0.193492,0.191256,0.237784,0.217146,0.190049,1048630,444812,1048576,705599,1026913,1048576,100
168868,10000,0,1,0.889459,2.35493,1.7174,15.4894,6.71779,0.710691,0.194012,0.193638,0.191263,0.238048,0.217097,0.190523,1048629,444768,1048576,705390,1027046,1048576,50
168868,10000,1,0,1.74365,3.73182,3.39175,29.6643,12.9079,1.40969,0.158034,0.15886,0.159521,0.197866,0.182279,0.155732,1048631,1050680,1048576,757318,912180,1048576,100
168868,10000,1,0,0.880725,1.87083,1.70749,14.818,6.47082,0.70516,0.157252,0.158422,0.156599,0.197899,0.181973,0.155964,1048630,1050680,1048576,757227,912140,1048576,50
168868,10000,1,1,1.78009,3.58612,3.43983,25.7999,9.56867,1.42785,0.132908,0.13436,0.139534,0.159032,0.169115,0.132261,1048623,34884,16,362713,694269,1048576,100
168868,10000,1,1,0.91288,1.81462,1.73833,12.9658,4.81413,0.719583,0.133034,0.133239,0.134973,0.157557,0.165657,0.131391,1048623,34884,16,362713,694269,1048576,50
168868,10000,2,0,1.75991,3.76374,3.41132,33.6888,8.53186,1.4095,0.195479,0.196773,0.194386,0.252119,0.221107,0.193726,1048630,1050680,1048576,1001166,1036880,1048576,100
168868,10000,2,0,0.895762,1.90291,1.7281,16.9903,4.29923,0.707776,0.19569,0.197324,0.194748,0.25204,0.220536,0.19387,1048630,1050680,1048576,1001311,1036873,1048576,50
168868,10000,2,1,1.77707,4.67366,3.42979,32.1371,13.4737,1.40985,0.191941,0.193604,0.191484,0.238782,0.216467,0.200905,1048629,412244,1048576,684169,984878,1048576,100
168868,10000,2,1,0.890411,2.40595,1.73857,16.2041,6.85066,0.720689,0.191697,0.194112,0.191536,0.239432,0.217313,0.190581,1048630,412428,1048576,683867,984525,1048576,50
189976,10000,0,0,1.75192,3.5174,3.21602,29.4072,3.38962,1.41027,0.211516,0.212571,0.210875,0.26416,0.235201,0.21032,1048630,1050680,1048576,1021136,1048616,1048576,100
189976,10000,0,0,0.87819,1.78434,1.63809,14.8727,1.71196,0.70968,0.211055,0.212417,0.211773,0.265517,0.235885,0.209567,1048630,1050680,1048576,1021222,1048616,1048576,50
189976,10000,0,1,1.79645,4.43249,3.2515,28.1942,12.3415,1.42907,0.207759,0.208902,0.206626,0.253523,0.233303,0.205533,1048630,444768,1048576,705534,1026918,1048576,100
189976,10000,0,1,0.861158,2.17017,1.60908,13.7872,6.02974,0.708503,0.208496,0.209341,0.207258,0.252811,0.232432,0.205637,1048630,444528,1048576,705484,1026666,1048576,50
189976,10000,1,0,1.73957,3.52575,3.22593,26.7016,11.7183,1.42541,0.171493,0.173307,0.170624,0.212359,0.19611,0.169961,1048630,1050680,1048576,757281,912125,1048576,100
189976,10000,1,0,0.856939,1.7041,1.56807,12.8353,5.60323,0.68356,0.172193,0.175566,0.170638,0.212136,0.195825,0.17013,1048633,1050680,1048576,757307,912108,1048576,50
189976,10000,1,1,1.78294,3.38895,3.25448,23.3038,8.79846,1.43548,0.144268,0.144672,0.143562,0.168891,0.17691,0.142897,1048623,34884,16,362713,694269,1048576,100
189976,10000,1,1,0.874716,1.66887,1.60815,11.4007,4.29796,0.692667,0.144417,0.144574,0.143264,0.168418,0.17733,0.142842,1048623,34884,16,362713,694269,1048576,50
189976,10000,2,0,1.75384,3.53944,3.25303,30.3021,7.74645,1.42539,0.21136,0.212408,0.211755,0.268117,0.23591,0.210454,1048630,1050680,1048576,1001111,1036820,1048576,100
189976,10000,2,0,0.882162,1.77819,1.62713,15.0969,3.87344,0.725952,0.212869,0.212462,0.20966,0.267921,0.23585,0.210101,1048630,1050680,1048576,1000806,1036783,1048576,50
