size,numberQueries,keyDistribution,valueDistribution,snappy_read_times,simd_read_times,rle_read_times,zlib_read_times,zstandard_read_timesuncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,zlib_load_times,zstandard_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,zlib_sizes,zstandard_sizes,uncompressed_sizes,readPercentage,
41090,10000,1,1,0.10084,0.100894,0.100932,0.100775,0.100926,0.100856,0.023358,0.022486,0.022184,0.022187,0.022356,0.022105,0,0,0,0,0,0,50
41090,10000,2,0,0.190238,0.190186,0.190109,0.190152,0.190209,0.190045,0.030889,0.030869,0.030895,0.031008,0.030877,0.031024,0,0,0,0,0,0,100
41090,10000,2,0,0.101516,0.101655,0.10155,0.101492,0.101535,0.101536,0.03095,0.030979,0.030927,0.03095,0.030907,0.03084,0,0,0,0,0,0,50
41090,10000,2,1,0.188937,0.189042,0.188977,0.188955,0.188937,0.188938,0.029976,0.030016,0.030043,0.029975,0.03005,0.030029,0,0,0,0,0,0,100
41090,10000,2,1,0.102305,0.102199,0.102194,0.102184,0.102181,0.102175,0.030011,0.029986,0.030059,0.030163,0.029962,0.029957,0,0,0,0,0,0,50
46226,10000,0,0,0.213845,0.2138,0.213808,0.21359,0.21389,0.21397,0.034858,0.034688,0.034687,0.03469,0.034871,0.03503,0,0,0,0,0,0,100
46226,10000,0,0,0.114283,0.114277,0.114353,0.114259,0.114231,0.114494,0.034728,0.037699,0.034786,0.03478,0.034726,0.03467,0,0,0,0,0,0,50
46226,10000,0,1,0.211664,0.211681,0.21195,0.211936,0.211625,0.211692,0.03374,0.033992,0.033783,0.034241,0.033785,0.035382,0,0,0,0,0,0,100
46226,10000,0,1,0.113829,0.113816,0.113831,0.113804,0.113919,0.113818,0.035883,0.033735,0.033796,0.033809,0.033806,0.034163,0,0,0,0,0,0,50
46226,10000,1,0,0.213439,0.213583,0.21356,0.213375,0.213573,0.213387,0.032004,0.032096,0.031738,0.031657,0.031641,0.031586,0,0,0,0,0,0,100
46226,10000,1,0,0.11191,0.111901,0.111915,0.111772,0.111864,0.111891,0.031714,0.03171,0.031845,0.031956,0.031695,0.031923,0,0,0,0,0,0,50
46226,10000,1,1,0.215028,0.215282,0.215114,0.214929,0.215028,0.21518,0.02486,0.025074,0.02487,0.025181,0.024912,0.024896,0,0,0,0,0,0,100
46226,10000,1,1,0.111596,0.11158,0.111529,0.111665,0.11155,0.111582,0.02494,0.025101,0.025084,0.02504,0.02488,0.024857,0,0,0,0,0,0,50
46226,10000,2,0,0.213819,0.214141,0.214024,0.213978,0.214002,0.214257,0.03472,0.034672,0.034795,0.034704,0.03469,0.034732,0,0,0,0,0,0,100
46226,10000,2,0,0.111979,0.112133,0.112087,0.112071,0.112084,0.111923,0.03475,0.034816,0.034763,0.035133,0.03473,0.034739,0,0,0,0,0,0,50
46226,10000,2,1,0.209646,0.209422,0.209778,0.209619,0.209508,0.20959,0.033729,0.033789,0.033652,0.033736,0.033673,0.033661,0,0,0,0,0,0,100
46226,10000,2,1,0.11241,0.11234,0.112535,0.112337,0.112314,0.112424,0.033774,0.033701,0.033809,0.033711,0.033638,0.033665,0,0,0,0,0,0,50
52004,10000,0,0,0.238546,0.238261,0.238508,0.238569,0.238359,0.238419,0.039074,0.038988,0.039073,0.039003,0.039069,0.039148,0,0,0,0,0,0,100
52004,10000,0,0,0.12672,0.126709,0.126737,0.126717,0.126778,0.126824,0.039846,0.038968,0.039906,0.039017,0.039159,0.038996,0,0,0,0,0,0,50
52004,10000,0,1,0.241301,0.241559,0.241473,0.241407,0.241503,0.241391,0.038083,0.03827,0.03792,0.037927,0.038014,0.038008,0,0,0,0,0,0,100
52004,10000,0,1,0.123836,0.123888,0.123874,0.123925,0.123847,0.123938,0.037973,0.037966,0.038188,0.037999,0.037947,0.037918,0,0,0,0,0,0,50
52004,10000,1,0,0.240102,0.239918,0.239992,0.239964,0.23996,0.239843,0.036138,0.035864,0.035562,0.035825,0.035541,0.035593,0,0,0,0,0,0,100
52004,10000,1,0,0.123555,0.123519,0.123536,0.1235,0.123545,0.123494,0.035668,0.03552,0.035648,0.03568,0.035695,0.035545,0,0,0,0,0,0,50
52004,10000,1,1,0.238603,0.238805,0.238559,0.239218,0.23854,0.238543,0.028188,0.028605,0.028035,0.028166,0.028124,0.027948,0,0,0,0,0,0,100
52004,10000,1,1,0.124361,0.124299,0.124189,0.124415,0.124303,0.124243,0.028018,0.028007,0.028238,0.028199,0.028168,0.02818,0,0,0,0,0,0,50
52004,10000,2,0,0.242303,0.242394,0.242378,0.242424,0.242378,0.242131,0.038947,0.041165,0.03901,0.039145,0.039006,0.039045,0,0,0,0,0,0,100
52004,10000,2,0,0.127195,0.127019,0.127132,0.127038,0.127095,0.127058,0.039017,0.039023,0.039064,0.039251,0.039065,0.03902,0,0,0,0,0,0,50
52004,10000,2,1,0.238835,0.238991,0.239207,0.239365,0.239171,0.238958,0.03786,0.037958,0.037966,0.037942,0.037883,0.037816,0,0,0,0,0,0,100
52004,10000,2,1,0.126512,0.126499,0.126402,0.12655,0.12639,0.126344,0.037903,0.037865,0.037973,0.038558,0.037915,0.037849,0,0,0,0,0,0,50
58504,10000,0,0,0.267467,0.267551,0.267436,0.26757,0.267456,0.267619,0.043967,0.04389,0.043898,0.044085,0.043838,0.043853,0,0,0,0,0,0,100
58504,10000,0,0,0.140914,0.140823,0.140951,0.140851,0.140795,0.140757,0.043793,0.044031,0.043797,0.043823,0.044936,0.044005,0,0,0,0,0,0,50
58504,10000,0,1,0.268811,0.269137,0.269225,0.269024,0.269297,0.268924,0.042782,0.042743,0.04269,0.042619,0.042725,0.042624,0,0,0,0,0,0,100
58504,10000,0,1,0.14144,0.141489,0.14126,0.141328,0.141149,0.141294,0.042587,0.042671,0.043368,0.04271,0.043784,0.043136,0,0,0,0,0,0,50
58504,10000,1,0,0.269068,0.268985,0.269311,0.26917,0.269091,0.269053,0.04082,0.040077,0.040213,0.039933,0.040058,0.040259,0,0,0,0,0,0,100
58504,10000,1,0,0.142644,0.142736,0.142735,0.142807,0.142834,0.142718,0.040227,0.040129,0.039997,0.039979,0.040371,0.040022,0,0,0,0,0,0,50
58504,10000,1,1,0.267371,0.267272,0.267288,0.267079,0.267379,0.267096,0.031493,0.031417,0.031439,0.031412,0.03157,0.031386,0,0,0,0,0,0,100
58504,10000,1,1,0.142958,0.14297,0.143028,0.143144,0.142958,0.142954,0.031454,0.031491,0.031516,0.031522,0.03145,0.031426,0,0,0,0,0,0,50
58504,10000,2,0,0.268451,0.268799,0.268789,0.268653,0.269014,0.269092,0.044098,0.04377,0.0439,0.044097,0.043801,0.043858,0,0,0,0,0,0,100
58504,10000,2,0,0.14147,0.141486,0.141534,0.14161,0.141431,0.141511,0.044167,0.043892,0.043857,0.043905,0.04384,0.04381,0,0,0,0,0,0,50
58504,10000,2,1,0.27041,0.270702,0.270434,0.270218,0.270641,0.270664,0.042542,0.042634,0.042598,0.042536,0.042551,0.042619,0,0,0,0,0,0,100
58504,10000,2,1,0.144653,0.144441,0.144761,0.144715,0.144571,0.144623,0.042659,0.042519,0.042505,0.042734,0.042514,0.042487,0,0,0,0,0,0,50
65817,10000,0,0,1.81462,4.13985,3.73469,41.4986,3.9323,1.3577,0.084368,0.084959,0.083922,0.110619,0.097686,0.084574,524315,525340,524288,510678,524308,524288,100
65817,10000,0,0,0.870339,1.97754,1.80215,19.8162,1.89423,0.652562,0.085836,0.085103,0.084633,0.111248,0.097374,0.083557,524315,525340,524288,510801,524308,524288,50
65817,10000,0,1,1.82339,5.48031,3.73931,39.3422,16.5215,1.33999,0.083064,0.083542,0.083161,0.10671,0.095925,0.08231,524315,222160,524288,352838,513366,524288,100
65817,10000,0,1,0.87642,2.65503,1.81552,18.9394,7.94078,0.660849,0.083655,0.083711,0.082765,0.1062,0.095815,0.082638,524315,222352,524288,352766,513529,524288,50
65817,10000,1,0,1.83127,4.12901,3.74268,37.8803,15.7246,1.35375,0.0675,0.068287,0.066521,0.087837,0.079554,0.066115,524317,525340,524288,378640,452256,524288,100
65817,10000,1,0,0.874383,1.96949,1.80131,17.9849,7.49977,0.667517,0.067087,0.070204,0.066902,0.087573,0.080026,0.066076,524315,525340,524288,378614,452260,524288,50
65817,10000,1,1,1.82815,4.16319,3.98403,32.4413,11.6846,1.35431,0.057613,0.057378,0.057402,0.06942,0.077369,0.056956,524312,17436,8,181352,339744,524288,100
65817,10000,1,1,0.885567,2.01878,1.9313,15.5413,5.61992,0.66158,0.057611,0.057376,0.056966,0.069457,0.078238,0.05671,524312,17436,8,181352,339744,524288,50
65817,10000,2,0,1.81474,4.12091,3.73641,42.3571,10.1614,1.35978,0.084514,0.084769,0.084321,0.113691,0.097289,0.08374,524315,525340,524288,500569,518467,524288,100
65817,10000,2,0,0.875794,1.96934,1.7944,20.1049,4.80136,0.659383,0.084367,0.084944,0.083967,0.113104,0.097551,0.084121,524315,525340,524288,500869,518484,524288,50
65817,10000,2,1,1.80395,5.48252,3.73277,40.3627,16.595,1.35961,0.082982,0.084078,0.084502,0.106723,0.095759,0.082428,524314,205996,524288,341791,492031,524288,100
65817,10000,2,1,0.884913,2.66314,1.8257,19.5148,8.09041,0.689177,0.08311,0.083507,0.082956,0.106469,0.096518,0.082482,524315,206220,524288,342091,491999,524288,50
74044,10000,0,0,1.68518,3.77355,3.40727,37.029,3.59683,1.26982,0.091236,0.091189,0.092541,0.117607,0.104005,0.089808,524315,525340,524288,510442,524308,524288,100
74044,10000,0,0,0.825868,1.84004,1.68332,18.0118,1.75245,0.626988,0.090846,0.091066,0.090127,0.117704,0.104863,0.089854,524315,525340,524288,510379,524308,524288,50
74044,10000,0,1,1.68648,4.94354,3.40494,35.0812,14.8036,1.27876,0.089209,0.090037,0.090737,0.11202,0.105843,0.088266,524315,222448,524288,352893,513406,524288,100
74044,10000,0,1,0.823764,2.37903,1.66695,16.8812,7.08866,0.623967,0.090082,0.090867,0.089136,0.112465,0.1022,0.089308,524315,222308,524288,352826,513313,524288,50
74044,10000,1,0,1.70406,3.76668,3.42851,33.8788,14.0697,1.31217,0.073377,0.073483,0.072469,0.093311,0.085106,0.071659,524317,525340,524288,378633,452291,524288,100
74044,10000,1,0,0.843679,1.84214,1.69107,16.4772,6.8509,0.633685,0.072637,0.072838,0.072009,0.092868,0.085542,0.071772,524313,525340,524288,378683,452237,524288,50
74044,10000,1,1,1.69917,3.7821,3.6185,28.985,10.5153,1.26631,0.061739,0.06178,0.061561,0.074299,0.082424,0.061113,524312,17436,8,181352,339744,524288,100
74044,10000,1,1,0.828729,1.82552,1.74664,13.8293,5.03992,0.618502,0.065479,0.061976,0.061513,0.073832,0.082033,0.060934,524312,17436,8,181352,339744,524288,50
74044,10000,2,0,1.68873,3.77888,3.43685,38.0501,9.25996,1.29123,0.090615,0.090921,0.090141,0.118706,0.103799,0.089682,524315,525340,524288,500641,518455,524288,100
74044,10000,2,0,0.841876,1.85503,1.70242,18.602,4.51894,0.653526,0.0906,0.094994,0.090325,0.119397,0.103792,0.089879,524315,525340,524288,500362,518458,524288,50
74044,10000,2,1,1.68565,4.95153,3.41265,35.872,14.9295,1.29632,0.089164,0.089445,0.090122,0.112233,0.102137,0.088328,524315,206108,524288,341755,492105,524288,100
74044,10000,2,1,0.846228,2.45455,1.70029,17.6427,7.30679,0.644686,0.089106,0.090603,0.088521,0.112616,0.101662,0.088722,524314,205648,524288,341651,492535,524288,50
83299,10000,0,0,1.57679,3.42055,3.12982,33.0137,3.29771,1.21131,0.097534,0.098232,0.097407,0.124459,0.110078,0.096716,524315,525340,524288,510550,524308,524288,100
83299,10000,0,0,0.778833,1.67739,1.55346,16.1439,1.60739,0.601174,0.097622,0.098484,0.097236,0.124424,0.110329,0.096622,524315,525340,524288,510449,524308,524288,50
83299,10000,0,1,1.59365,4.44099,3.11539,31.1559,13.2555,1.21181,0.095863,0.096116,0.095697,0.11882,0.114761,0.095043,524315,222520,524288,352820,513496,524288,100
83299,10000,0,1,0.772706,2.17168,1.52084,14.9565,6.39077,0.599908,0.096182,0.096267,0.095918,0.119693,0.108811,0.094878,524314,222208,524288,352638,513449,524288,50
83299,10000,1,0,1.57907,3.43318,3.12088,29.9876,12.6312,1.21218,0.078881,0.079597,0.079168,0.099093,0.091617,0.077878,524315,525340,524288,378682,452382,524288,100
83299,10000,1,0,0.787987,1.67422,1.54553,14.6227,6.15781,0.600771,0.078728,0.080062,0.078346,0.09931,0.091388,0.078151,524318,525340,524288,378682,452347,524288,50
83299,10000,1,1,1.58414,3.43316,3.29161,25.7364,9.38651,1.20775,0.070571,0.066725,0.066072,0.080565,0.087529,0.065935,524312,17436,8,181352,339744,524288,100
83299,10000,1,1,0.789764,1.69892,1.62944,12.5453,4.59923,0.604432,0.066942,0.066888,0.06633,0.078787,0.08675,0.065841,524312,17436,8,181352,339744,524288,50
83299,10000,2,0,1.62396,3.44519,3.14605,33.8992,8.34239,1.2315,0.097592,0.098861,0.097684,0.126125,0.111196,0.096576,524315,525340,524288,500785,518488,524288,100
83299,10000,2,0,0.779833,1.68283,1.55886,16.4641,4.02453,0.601956,0.097894,0.097886,0.096783,0.125902,0.11055,0.096719,524315,525340,524288,500944,518434,524288,50
83299,10000,2,1,1.57514,4.49646,3.13424,32.127,13.3948,1.22763,0.095581,0.096178,0.095608,0.118603,0.108892,0.095056,524315,206052,524288,341694,492168,524288,100
83299,10000,2,1,0.775866,2.20527,1.54334,15.5157,6.4721,0.601685,0.095738,0.096371,0.095432,0.119506,0.108941,0.095194,524315,206300,524288,341855,492210,524288,50
93711,10000,0,0,1.4854,3.13246,2.87175,29.3234,2.99486,1.15645,0.105462,0.105989,0.105329,0.132589,0.117745,0.10471,524315,525340,524288,510699,524308,524288,100
93711,10000,0,0,0.744072,1.55341,1.44587,14.4163,1.49704,0.586509,0.105465,0.106153,0.104777,0.132835,0.11742,0.104314,524315,525340,524288,510602,524308,524288,50
93711,10000,0,1,1.51801,4.12749,2.90201,28.107,11.8955,1.20091,0.103867,0.103776,0.102613,0.128539,0.121806,0.10225,524315,222240,524288,352609,513338,524288,100
93711,10000,0,1,0.763679,2.07496,1.49151,14.2035,6.02832,0.603753,0.103294,0.103621,0.102605,0.126638,0.11596,0.10223,524315,222224,524288,352765,513335,524288,50
93711,10000,1,0,1.5079,3.18294,2.90843,27.0753,11.4203,1.20741,0.08582,0.086458,0.08541,0.106484,0.098958,0.085384,524314,525340,524288,378639,452325,524288,100
93711,10000,1,0,0.748105,1.56595,1.44628,13.2165,5.56746,0.582004,0.085746,0.087175,0.085692,0.106281,0.098596,0.084878,524315,525340,524288,378598,452267,524288,50
93711,10000,1,1,1.50173,3.13447,3.00569,22.8099,8.39199,1.1707,0.0723,0.072258,0.072093,0.084504,0.093604,0.072723,524312,17436,8,181352,339744,524288,100
93711,10000,1,1,0.750212,1.56922,1.51247,11.3093,4.17486,0.590026,0.07233,0.072252,0.071879,0.084813,0.092339,0.071518,524312,17436,8,181352,339744,524288,50
93711,10000,2,0,1.51883,3.15925,2.89783,30.1469,7.45254,1.17741,0.105288,0.105685,0.105481,0.134025,0.118222,0.104443,524315,525340,524288,500491,518359,524288,100
93711,10000,2,0,0.738172,1.54279,1.43266,14.624,3.6107,0.592624,0.105058,0.105772,0.104747,0.133101,0.117839,0.104301,524315,525340,524288,500725,518389,524288,50
93711,10000,2,1,1.49148,4.11258,2.89007,28.6895,11.966,1.18085,0.103247,0.103667,0.109217,0.126634,0.116153,0.102377,524314,205932,524288,341875,492147,524288,100
93711,10000,2,1,0.746292,2.0369,1.44513,14.0556,5.87642,0.583454,0.103188,0.121139,0.103446,0.126936,0.116537,0.102125,524315,205972,524288,341893,491962,524288,50
105424,10000,0,0,1.43373,2.90133,2.68356,26.3382,2.79732,1.14152,0.113616,0.114453,0.113728,0.140085,0.127601,0.112919,524315,525340,524288,510304,524308,524288,100
105424,10000,0,0,0.720032,1.44862,1.35004,12.9782,1.40061,0.585242,0.113972,0.114662,0.113604,0.14063,0.126707,0.1138,524315,525340,524288,510373,524308,524288,50
105424,10000,0,1,1.43532,3.70653,2.68858,24.9414,10.7011,1.16179,0.11177,0.112585,0.111537,0.135061,0.125043,0.111099,524314,222248,524288,352634,513377,524288,100
105424,10000,0,1,0.712678,1.84755,1.31905,12.07,5.1452,0.563875,0.111729,0.112151,0.111771,0.135096,0.124784,0.111043,524315,222324,524288,352750,513389,524288,50
105424,10000,1,0,1.43962,2.92044,2.68275,23.9661,10.1988,1.1862,0.093743,0.094114,0.093397,0.114779,0.107302,0.097655,524316,525340,524288,378635,452316,524288,100
105424,10000,1,0,0.699693,1.40475,1.30578,11.4412,4.91546,0.564668,0.094227,0.097134,0.093429,0.11425,0.106685,0.093144,524312,525340,524288,378623,452270,524288,50
105424,10000,1,1,1.46396,2.93508,2.81426,20.6453,7.67169,1.16658,0.078578,0.079956,0.078258,0.090561,0.098969,0.077993,524312,17436,8,181352,339744,524288,100
105424,10000,1,1,0.723794,1.47487,1.4166,10.2333,3.82158,0.58374,0.079378,0.0793,0.078301,0.090962,0.098634,0.07785,524312,17436,8,181352,339744,524288,50
105424,10000,2,0,1.43934,2.92995,2.70082,26.8796,6.75297,1.15191,0.113944,0.11457,0.113279,0.142508,0.126782,0.113238,524315,525340,524288,500570,518447,524288,100
105424,10000,2,0,0.7031,1.41453,1.32591,12.8551,3.20546,0.568942,0.113933,0.114319,0.113509,0.142375,0.127151,0.113288,524315,525340,524288,500642,518405,524288,50
105424,10000,2,1,1.43567,3.74559,2.67895,25.5184,10.7596,1.14314,0.111697,0.11185,0.111073,0.134486,0.1246,0.110739,524314,206048,524288,342127,492093,524288,100
105424,10000,2,1,0.701093,1.79204,1.30897,12.1488,5.14811,0.566777,0.11566,0.111685,0.110795,0.135102,0.124187,0.110791,524315,206028,524288,341810,492592,524288,50
118602,10000,0,0,1.38607,2.70468,2.50976,23.4388,2.61629,1.13794,0.123538,0.124604,0.123941,0.150334,0.13585,0.122806,524315,525340,524288,510326,524308,524288,100
118602,10000,0,0,0.707184,1.37902,1.28558,11.8117,1.32442,0.581883,0.123811,0.124115,0.124103,0.150221,0.1362,0.122942,524315,525340,524288,510454,524308,524288,50
118602,10000,0,1,1.40998,3.47562,2.52476,22.3848,9.71636,1.1472,0.121432,0.121947,0.120688,0.144359,0.134438,0.120128,524315,222184,524288,352954,513377,524288,100
118602,10000,0,1,0.686529,1.69308,1.2374,10.7131,4.64277,0.55632,0.121391,0.121822,0.120775,0.144272,0.134412,0.120699,524315,222284,524288,352820,513419,524288,50
118602,10000,1,0,1.39852,2.71191,2.51211,21.4101,9.22403,1.13578,0.102519,0.103381,0.102371,0.123161,0.115841,0.101901,524313,525340,524288,378597,452327,524288,100
118602,10000,1,0,0.67561,1.31225,1.2347,10.2819,4.42922,0.55235,0.102689,0.103732,0.102353,0.124391,0.115372,0.101766,524314,525340,524288,378663,452327,524288,50
118602,10000,1,1,1.40621,2.71731,2.61522,18.4631,6.94101,1.13786,0.08572,0.086036,0.085281,0.097965,0.106405,0.085061,524312,17436,8,181352,339744,524288,100
118602,10000,1,1,0.692039,1.34761,1.2983,9.01168,3.40419,0.577963,0.085499,0.085494,0.085199,0.097838,0.106226,0.085199,524312,17436,8,181352,339744,524288,50
118602,10000,2,0,1.38761,2.71024,2.50848,23.8805,6.05201,1.13721,0.124182,0.131838,0.12341,0.153284,0.136465,0.122895,524315,525340,524288,500618,518448,524288,100
118602,10000,2,0,0.709756,1.3727,1.28168,12.0014,3.07793,0.578258,0.123916,0.124048,0.123176,0.152378,0.136555,0.122667,524315,525340,524288,500676,518412,524288,50
118602,10000,2,1,1.38914,3.43629,2.50979,22.5916,9.65165,1.12881,0.12166,0.121718,0.120368,0.144614,0.134772,0.120048,524315,205848,524288,341840,492439,524288,100
118602,10000,2,1,0.686007,1.69481,1.23927,11.0156,4.69617,0.558587,0.121072,0.121483,0.120288,0.144332,0.133791,0.120193,524315,206056,524288,341689,492163,524288,50
133427,10000,0,0,1.9357,4.39522,3.99627,41.5737,4.20807,1.45925,0.168453,0.169424,0.167219,0.221552,0.192431,0.167234,1048630,1050680,1048576,1021323,1048616,1048576,100
133427,10000,0,0,0.969803,2.18462,1.99045,20.5306,2.08455,0.736663,0.16855,0.169441,0.167871,0.222389,0.192915,0.167181,1048630,1050680,1048576,1021101,1048616,1048576,50
133427,10000,0,1,1.92693,5.64677,3.98744,39.2918,16.775,1.4701,0.165904,0.166391,0.165054,0.212242,0.190826,0.163978,1048630,444320,1048576,705392,1026766,1048576,100
133427,10000,0,1,0.966215,2.80052,1.98601,19.3276,8.29339,0.729973,0.165793,0.166207,0.165582,0.212437,0.190669,0.163656,1048630,444908,1048576,705417,1026724,1048576,50
133427,10000,1,0,1.92726,4.37608,3.97252,37.4291,16.163,1.44876,0.133414,0.134577,0.13319,0.174533,0.158599,0.131827,1048639,1050680,1048576,757286,912184,1048576,100
133427,10000,1,0,0.955173,2.16812,1.97006,18.3769,7.88358,0.744412,0.133394,0.134055,0.13256,0.174807,0.158318,0.132171,1048625,1050680,1048576,757252,912248,1048576,50
133427,10000,1,1,1.93766,4.24674,4.04133,32.2914,11.7675,1.47649,0.114488,0.11406,0.114827,0.138327,0.147057,0.112443,1048623,34884,16,362713,694269,1048576,100
133427,10000,1,1,0.954557,2.05313,1.96373,15.5179,5.67906,0.743864,0.114158,0.114111,0.113061,0.138008,0.146146,0.113036,1048623,34884,16,362713,694269,1048576,50
133427,10000,2,0,1.92684,4.40499,3.98988,42.479,10.5281,1.49325,0.168251,0.169982,0.167876,0.225209,0.194085,0.166528,1048630,1050680,1048576,1001696,1036926,1048576,100
133427,10000,2,0,0.968286,2.19854,2.00078,21.0204,5.18157,0.740964,0.169183,0.169705,0.16814,0.224602,0.19303,0.166625,1048630,1050680,1048576,1001293,1036828,1048576,50
133427,10000,2,1,1.93527,5.61996,3.98817,40.2522,16.8293,1.4652,0.165793,0.166846,0.164725,0.212774,0.190404,0.164093,1048630,412656,1048576,683536,984173,1048576,100
133427,10000,2,1,0.957952,2.7857,1.97373,19.7059,8.20855,0.720398,0.171227,0.166192,0.164043,0.211857,0.190201,0.163538,1048630,412256,1048576,683779,984172,1048576,50
150105,10000,0,0,1.87769,4.09227,3.71824,37.1216,3.92408,1.49475,0.181046,0.181897,0.180376,0.234605,0.205116,0.178696,1048630,1050680,1048576,1021192,1048616,1048576,100
150105,10000,0,0,0.940424,2.0485,1.86328,18.3399,1.95094,0.740473,0.181887,0.1821,0.179915,0.233183,0.204903,0.179156,1048630,1050680,1048576,1020858,1048616,1048576,50
150105,10000,0,1,1.89588,5.25696,3.76347,35.4951,15.2512,1.48883,0.177825,0.179088,0.177531,0.225005,0.202747,0.176949,1048630,444736,1048576,705525,1026787,1048576,100
150105,10000,0,1,0.976625,2.61909,1.88558,17.5533,7.56618,0.740972,0.179888,0.178107,0.176562,0.223381,0.202464,0.176035,1048630,444884,1048576,705519,1026848,1048576,50
150105,10000,1,0,1.90222,4.06989,3.71303,33.5015,14.479,1.44089,0.144457,0.145296,0.144186,0.184973,0.169808,0.144323,1048638,1050680,1048576,757243,912134,1048576,100
150105,10000,1,0,0.927086,2.00085,1.83418,16.3581,7.15904,0.730138,0.144867,0.14571,0.143422,0.191639,0.168946,0.143105,1048632,1050680,1048576,757253,912154,1048576,50
150105,10000,1,1,1.87622,3.92543,3.75052,28.8565,10.6466,1.45252,0.123417,0.123521,0.122158,0.147589,0.155256,0.121526,1048623,34884,16,362713,694269,1048576,100
150105,10000,1,1,0.946611,1.96231,1.87726,14.3185,5.31072,0.745034,0.122945,0.12775,0.121933,0.146898,0.154736,0.121608,1048623,34884,16,362713,694269,1048576,50
150105,10000,2,0,1.89608,4.1027,3.74329,38.0883,9.68352,1.46326,0.181135,0.181749,0.179405,0.237714,0.206108,0.178963,1048630,1050680,1048576,1001157,1036695,1048576,100
150105,10000,2,0,0.929772,2.02425,1.86034,18.6817,4.61674,0.726938,0.180691,0.181932,0.180733,0.240401,0.206026,0.179004,1048630,1050680,1048576,1001426,1036839,1048576,50
150105,10000,2,1,1.85375,5.16961,3.71833,35.9737,15.151,1.4698,0.17788,0.183947,0.176531,0.225623,0.202614,0.175811,1048630,412152,1048576,684193,984294,1048576,100
150105,10000,2,1,0.919614,2.53685,1.83084,17.4495,7.29146,0.722686,0.179109,0.178339,0.176344,0.225252,0.202578,0.175516,1048630,412288,1048576,683536,984563,1048576,50
168868,10000,0,0,1.83452,3.82497,3.49998,32.9767,3.66808,1.51982,0.194324,0.195808,0.193603,0.249457,0.217691,0.194751,1048630,1050680,1048576,1021255,1048616,1048576,100
168868,10000,0,0,0.906362,1.87036,1.72286,16.0699,1.79293,0.724362,0.194649,0.19572,0.193619,0.247379,0.218536,0.192938,1048630,1050680,1048576,1021179,1048616,1048576,50
168868,10000,0,1,1.83333,4.79169,3.49875,31.2989,13.4637,1.45019,0.191784,0.192135,0.190493,0.236929,0.218271,0.189771,1048630,444676,1048576,705603,1026896,1048576,100
168868,10000,0,1,0.940558,2.43588,1.78663,15.7702,6.86388,0.747957,0.191622,0.193121,0.191202,0.237155,0.216305,0.189239,1048630,444692,1048576,705271,1026629,1048576,50
168868,10000,1,0,1.85322,3.81001,3.47906,29.8528,13.0759,1.47144,0.157027,0.158826,0.156154,0.200411,0.181949,0.155412,1048619,1050680,1048576,757299,912081,1048576,100
168868,10000,1,0,0.91848,1.9051,1.75491,14.8356,6.38865,0.762482,0.161409,0.158107,0.156543,0.198004,0.181707,0.158378,1048627,1050680,1048576,757306,912141,1048576,50
168868,10000,1,1,1.83497,3.62607,3.48073,25.6486,9.58858,1.47109,0.133641,0.133188,0.131464,0.157019,0.165235,0.131443,1048623,34884,16,362713,694269,1048576,100
168868,10000,1,1,0.919995,1.82858,1.74672,12.7096,4.75291,0.738181,0.132845,0.133139,0.132185,0.157089,0.165229,0.131882,1048623,34884,16,362713,694269,1048576,50
168868,10000,2,0,1.81027,3.76371,3.44743,33.3423,8.46888,1.43736,0.194159,0.195547,0.193774,0.251346,0.219658,0.193219,1048630,1050680,1048576,1000993,1036839,1048576,100
168868,10000,2,0,0.919928,1.88988,1.74352,16.5921,4.20106,0.726818,0.194699,0.19599,0.193412,0.250955,0.221531,0.19289,1048630,1050680,1048576,1001549,1036755,1048576,50
168868,10000,2,1,1.84942,4.81773,3.51044,32.1705,13.7018,1.48003,0.194847,0.19175,0.189685,0.23796,0.216524,0.189364,1048629,411784,1048576,683135,984688,1048576,100
168868,10000,2,1,0.916504,2.40417,1.76534,15.9856,6.66598,0.75508,0.191077,0.193758,0.18995,0.237367,0.216857,0.189993,1048629,412096,1048576,684005,984377,1048576,50
189976,10000,0,0,1.86946,3.64691,3.36407,29.8533,3.51431,1.52629,0.209968,0.21129,0.209179,0.262951,0.234587,0.208433,1048630,1050680,1048576,1021083,1048616,1048576,100
189976,10000,0,0,0.920687,1.78383,1.66468,14.4868,1.71748,0.749538,0.213271,0.211007,0.210662,0.263334,0.233886,0.208623,1048630,1050680,1048576,1021150,1048616,1048576,50
189976,10000,0,1,1.85761,4.50377,3.35531,28.1493,12.3189,1.54066,0.207253,0.209797,0.206128,0.251803,0.233247,0.204554,1048629,444352,1048576,705379,1026661,1048576,100
189976,10000,0,1,0.947307,2.29043,1.71351,14.2392,6.22955,0.778021,0.206418,0.207215,0.205489,0.252626,0.231831,0.204537,1048630,444516,1048576,705388,1026881,1048576,50
189976,10000,1,0,1.81161,3.6179,3.32359,26.6079,11.8068,1.47723,0.171176,0.172861,0.170839,0.211763,0.196446,0.169766,1048631,1050680,1048576,757251,912155,1048576,100
