size,numberQueries,keyDistribution,valueDistribution,snappy_read_times,simd_read_times,rle_read_times,zlib_read_times,zstandard_read_timesuncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,zlib_load_times,zstandard_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,zlib_sizes,zstandard_sizes,uncompressed_sizes,readPercentage,
189976,10000,1,0,0.90968,1.78078,1.6606,13.1772,5.82639,0.75653,0.171198,0.187152,0.170898,0.212099,0.196004,0.16973,1048635,1050680,1048576,757305,912154,1048576,50
189976,10000,1,1,1.85968,3.44873,3.29641,23.0614,8.76633,1.49287,0.14419,0.144203,0.144021,0.168524,0.176902,0.142941,1048623,34884,16,362713,694269,1048576,100
189976,10000,1,1,0.909446,1.69586,1.63061,11.2396,4.27654,0.747312,0.14436,0.144278,0.147169,0.169177,0.17687,0.149831,1048623,34884,16,362713,694269,1048576,50
189976,10000,2,0,1.8806,3.63663,3.35183,30.3236,7.92732,1.49742,0.211015,0.211032,0.209674,0.266544,0.234783,0.208304,1048630,1050680,1048576,1001678,1036904,1048576,100
189976,10000,2,0,0.925782,1.80752,1.6865,15.0595,3.9187,0.756222,0.210187,0.211503,0.209623,0.266412,0.235036,0.209175,1048630,1050680,1048576,1001706,1036888,1048576,50
189976,10000,2,1,1.8252,4.42931,3.30951,28.4021,12.1994,1.48731,0.213422,0.206845,0.205565,0.252753,0.231602,0.204555,1048630,411964,1048576,683496,984523,1048576,100
189976,10000,2,1,0.908222,2.23603,1.68182,14.2149,6.07754,0.755771,0.206201,0.206755,0.215186,0.259648,0.230927,0.20398,1048630,411824,1048576,684102,984293,1048576,50
213723,10000,0,0,2.10114,4.4792,4.02697,39.4614,4.24542,1.66901,0.261087,0.262635,0.259083,0.340657,0.292037,0.258114,1572945,1576020,1572864,1531883,1572924,1572864,100
213723,10000,0,0,1.03705,2.21121,2.00994,19.3643,2.09144,0.838078,0.260648,0.262321,0.25892,0.340679,0.290393,0.257523,1572945,1576020,1572864,1531546,1572924,1572864,50
213723,10000,0,1,2.11298,5.5756,3.99694,37.0821,16.0312,1.6406,0.256917,0.257654,0.255886,0.32455,0.289239,0.253892,1572943,667240,1572864,1058156,1540292,1572864,100
213723,10000,0,1,1.08417,2.84738,2.03899,18.6785,8.07091,0.838802,0.256478,0.257614,0.254363,0.325659,0.288433,0.25321,1572944,667000,1572864,1057998,1540071,1572864,50
213723,10000,1,0,2.09745,4.43993,4.00304,35.7775,15.7199,1.65851,0.207523,0.208357,0.205499,0.269093,0.238679,0.205061,1572939,1576020,1572864,1135879,1371947,1572864,100
213723,10000,1,0,1.04868,2.1892,1.98764,17.5612,7.70734,0.830967,0.207124,0.208553,0.206166,0.269261,0.238855,0.204645,1572949,1576020,1572864,1135939,1372065,1572864,50
213723,10000,1,1,2.08434,4.19145,3.99663,30.47,11.138,1.66452,0.176823,0.178031,0.174951,0.213147,0.21622,0.1741,1572934,52332,24,544074,1048794,1572864,100
213723,10000,1,1,1.04656,2.10894,2.01965,15.2179,5.57462,0.83405,0.176712,0.17686,0.174404,0.213199,0.215668,0.173962,1572934,52332,24,544074,1048794,1572864,50
213723,10000,2,0,2.10424,4.46275,4.01958,40.3295,10.1303,1.66894,0.26094,0.26199,0.258714,0.345827,0.293218,0.257659,1572945,1576020,1572864,1502007,1555198,1572864,100
213723,10000,2,0,1.04734,2.18319,1.98958,19.5749,4.97861,0.834525,0.261341,0.266993,0.259676,0.345598,0.29299,0.274101,1572945,1576020,1572864,1502119,1555125,1572864,50
213723,10000,2,1,2.11619,5.62597,4.02772,38.3543,16.2242,1.68398,0.256507,0.257427,0.255375,0.326859,0.294322,0.253675,1572945,618392,1572864,1025248,1476582,1572864,100
213723,10000,2,1,1.04397,2.78394,2.00202,18.8184,7.92033,0.823102,0.256274,0.257023,0.253917,0.335496,0.289533,0.252716,1572944,617912,1572864,1025283,1476711,1572864,50
240438,10000,0,0,2.11538,4.24819,3.84816,35.202,4.07207,1.75112,0.280842,0.282149,0.278734,0.360676,0.310848,0.278324,1572945,1576020,1572864,1531153,1572924,1572864,100
240438,10000,0,0,1.09409,2.15865,1.97836,17.7852,2.058,0.900405,0.281007,0.282661,0.278465,0.362387,0.311254,0.279497,1572945,1576020,1572864,1532394,1572924,1572864,50
240438,10000,0,1,2.14439,5.28568,3.8851,33.5028,14.6182,1.75838,0.276866,0.276959,0.276377,0.347764,0.308818,0.274681,1572945,666916,1572864,1058035,1540255,1572864,100
240438,10000,0,1,1.06632,2.60868,1.92407,16.4067,7.13021,0.857469,0.276505,0.278189,0.273906,0.345722,0.310808,0.272873,1572945,667348,1572864,1057954,1540245,1572864,50
240438,10000,1,0,2.14028,4.23632,3.83903,32.0203,14.1511,1.77177,0.225108,0.226354,0.223355,0.286904,0.257566,0.222496,1572940,1576020,1572864,1135885,1371957,1572864,100
240438,10000,1,0,1.05549,2.10799,1.9216,15.7947,6.97268,0.866388,0.225317,0.226277,0.224242,0.286969,0.25722,0.222514,1572940,1576020,1572864,1135988,1372022,1572864,50
240438,10000,1,1,2.10958,4.00439,3.84002,27.6192,10.2786,1.71982,0.191002,0.192294,0.188755,0.227985,0.232133,0.188309,1572934,52332,24,544074,1048794,1572864,100
240438,10000,1,1,1.06227,1.98502,1.90295,13.4982,5.09992,0.862198,0.191165,0.191516,0.190216,0.227198,0.230292,0.188441,1572934,52332,24,544074,1048794,1572864,50
240438,10000,2,0,2.13916,4.25632,3.86928,36.1478,9.28008,1.75833,0.28039,0.282745,0.2791,0.366256,0.312918,0.277577,1572945,1576020,1572864,1502129,1555143,1572864,100
240438,10000,2,0,1.0491,2.07323,1.90046,17.5418,4.49276,0.867886,0.280304,0.282454,0.279317,0.365822,0.315591,0.277854,1572945,1576020,1572864,1502451,1555386,1572864,50
240438,10000,2,1,2.148,5.23284,3.8494,34.0547,14.5799,1.73641,0.27565,0.276106,0.274288,0.345448,0.307507,0.272233,1572942,618208,1572864,1024711,1476964,1572864,100
240438,10000,2,1,1.07675,2.61655,1.92925,16.9075,7.15742,0.874495,0.275409,0.276811,0.273661,0.345766,0.307002,0.272472,1572945,618256,1572864,1025823,1476790,1572864,50
270492,10000,0,0,2.26458,4.76844,4.29159,41.9553,4.49591,1.77482,0.337918,0.338501,0.332293,0.44164,0.372758,0.331805,2097260,2101360,2097152,2041770,2097232,2097152,100
270492,10000,0,0,1.11808,2.34297,2.11544,20.4878,2.20482,0.899733,0.33678,0.337181,0.333475,0.442257,0.373552,0.332002,2097260,2101360,2097152,2042650,2097232,2097152,50
270492,10000,0,1,2.24185,6.0119,4.2969,39.6615,17.1013,1.81423,0.330791,0.331896,0.338207,0.422819,0.370234,0.326332,2097258,889104,2097152,1410828,2053675,2097152,100
270492,10000,0,1,1.11935,2.8307,2.12905,19.4679,8.39246,0.904737,0.331381,0.332952,0.327036,0.422183,0.369393,0.325853,2097259,889436,2097152,1411060,2053700,2097152,50
270492,10000,1,0,2.19521,4.64906,4.19141,37.3907,16.5794,1.76266,0.265331,0.267666,0.26269,0.347481,0.304678,0.27215,2097270,2101360,2097152,1514566,1831956,2097152,100
270492,10000,1,0,1.11337,2.32753,2.1036,18.5827,8.20494,0.90911,0.26593,0.267079,0.262597,0.34859,0.304032,0.264843,2097260,2101360,2097152,1514579,1831951,2097152,50
270492,10000,1,1,2.22992,4.4985,4.22765,32.2867,11.6985,1.81348,0.226995,0.2273,0.223479,0.274963,0.273535,0.223169,2097245,69780,32,725432,1403319,2097152,100
270492,10000,1,1,1.11423,2.21044,2.10892,15.9359,5.76292,0.885213,0.227841,0.227188,0.224525,0.275444,0.272595,0.225824,2097245,69780,32,725432,1403319,2097152,50
270492,10000,2,0,2.25249,4.73525,4.2671,42.7353,10.8158,1.83036,0.336522,0.339283,0.336464,0.451997,0.37718,0.331569,2097260,2101360,2097152,2002808,2073876,2097152,100
270492,10000,2,0,1.12349,2.35047,2.13672,21.0537,5.29868,0.906659,0.336438,0.337257,0.332993,0.449467,0.375802,0.334856,2097260,2101360,2097152,2002626,2073652,2097152,50
270492,10000,2,1,2.24916,5.92856,4.2792,40.6749,17.1742,1.82472,0.33001,0.331376,0.326799,0.423629,0.368416,0.327355,2097260,824264,2097152,1367669,1968688,2097152,100
270492,10000,2,1,1.13487,2.75014,2.13711,20.0099,8.4752,0.901613,0.329884,0.331856,0.326863,0.423464,0.368662,0.32525,2097259,824048,2097152,1367261,1968742,2097152,50
304303,10000,0,0,2.34763,4.62272,4.15925,37.6249,4.34984,1.95206,0.36135,0.362491,0.357924,0.466886,0.399075,0.356567,2097260,2101360,2097152,2042181,2097232,2097152,100
304303,10000,0,0,1.18831,2.30903,2.11354,18.8668,2.19708,1.00142,0.36105,0.363221,0.359029,0.466334,0.398112,0.357762,2097260,2101360,2097152,2042645,2097232,2097152,50
304303,10000,0,1,2.34665,5.62104,4.12385,35.1352,15.2769,1.94239,0.354998,0.357513,0.35521,0.448173,0.39385,0.350825,2097259,888884,2097152,1411015,2053569,2097152,100
304303,10000,0,1,1.18844,2.83506,2.08327,17.6255,7.82248,0.98974,0.354785,0.35569,0.357799,0.44653,0.393945,0.35068,2097259,889548,2097152,1410631,2053433,2097152,50
304303,10000,1,0,2.3304,4.56611,4.13626,34.0173,15.1471,1.95769,0.28861,0.289572,0.286351,0.370024,0.32666,0.300629,2097266,2101360,2097152,1514615,1831912,2097152,100
304303,10000,1,0,1.15653,2.21584,2.03838,16.5568,7.38471,0.974248,0.289148,0.289911,0.285833,0.370712,0.326848,0.2848,2097265,2101360,2097152,1514547,1831789,2097152,50
304303,10000,1,1,2.3237,4.24426,4.05574,28.8428,10.6756,1.91744,0.245474,0.24536,0.243136,0.29478,0.290763,0.241511,2097245,69780,32,725432,1403319,2097152,100
304303,10000,1,1,1.1628,2.12609,2.03385,14.3174,5.27632,0.98469,0.24534,0.245222,0.241506,0.294434,0.292391,0.241125,2097245,69780,32,725432,1403319,2097152,50
304303,10000,2,0,2.36993,4.54174,4.1415,38.1967,9.96589,1.95672,0.360813,0.362649,0.358337,0.474395,0.40096,0.356399,2097260,2101360,2097152,2002834,2073739,2097152,100
304303,10000,2,0,1.17251,2.26579,2.08415,18.983,4.97456,0.974787,0.360792,0.363008,0.357773,0.474958,0.407922,0.356978,2097260,2101360,2097152,2002930,2073832,2097152,50
304303,10000,2,1,2.35057,5.71107,4.16008,36.5488,15.4862,1.96757,0.354194,0.356966,0.357133,0.448059,0.392883,0.350026,2097259,824668,2097152,1367340,1968743,2097152,100
304303,10000,2,1,1.17637,2.83371,2.09241,18.0355,7.77139,0.986675,0.355074,0.370796,0.351501,0.447102,0.393606,0.35478,2097258,823756,2097152,1366998,1969178,2097152,50
342340,10000,0,0,2.50857,4.79075,4.39091,42.0906,14.4384,2.02225,17.3695,17.4853,17.5146,17.5887,17.7706,17.5369,4718819,4728060,4718592,4552311,4680479,4718592,100
342340,10000,0,0,1.29419,2.42704,2.25097,21.335,7.58627,1.03857,17.2833,18.1124,17.4065,17.8643,17.7446,18.0689,4718819,4728060,4718592,4551875,4680532,4718592,50
342340,10000,0,1,2.52973,6.10282,4.40611,39.7252,17.417,2.05165,17.8001,17.6059,16.9653,17.4308,17.9948,17.5346,4718818,1935740,4718592,3128406,4533740,4718592,100
342340,10000,0,1,1.27895,3.08845,2.23383,19.9116,8.75359,1.04428,17.9036,17.3369,17.2661,17.7407,17.8105,17.7857,4718817,1935724,4718592,3128208,4533677,4718592,50
342340,10000,1,0,2.50121,4.79024,4.38167,37.2206,16.8741,2.06927,16.4133,16.3909,16.0741,16.6335,16.5861,16.3032,4718813,4728060,4718592,3407685,4124006,4718592,100
342340,10000,1,0,1.28194,2.4146,2.23946,18.8805,8.34014,1.04578,16.2811,16.3907,16.2109,16.5979,16.3878,16.3511,4718827,4728060,4718592,3407907,4123573,4718592,50
342340,10000,1,1,2.5154,4.57348,4.38563,32.0456,11.9943,2.04,16.1721,16.4015,16.4076,16.4171,16.3046,16.382,4718770,157008,72,1632225,3161163,4718592,100
342340,10000,1,1,1.22469,2.25167,2.15338,15.5617,5.83572,1.01817,16.1852,16.3803,16.3535,16.4316,16.3608,16.1687,4718770,157008,72,1632225,3161163,4718592,50
342340,10000,2,0,2.48175,4.80891,4.40729,43.9103,16.0197,2.06009,17.8614,17.2891,17.4976,17.8795,17.6522,17.6554,4718819,4728060,4718592,4465690,4612059,4718592,100
342340,10000,2,0,1.26214,2.42282,2.24251,22.0831,8.12854,1.04411,16.9473,17.788,17.6786,17.6676,17.6039,17.8004,4718818,4728060,4718592,4466919,4612043,4718592,50
342340,10000,2,1,2.51436,6.13279,4.41133,42.4474,17.3337,2.03225,16.7671,17.7302,17.4965,17.9259,17.6346,17.6542,4718818,1787216,4718592,3010010,4335867,4718592,100
342340,10000,2,1,1.24178,3.04512,2.19356,20.7976,8.60124,1.03442,16.8099,17.5603,17.636,17.81,17.4803,17.9831,4718819,1788204,4718592,3009343,4336474,4718592,50
385132,10000,0,0,2.67696,4.70024,4.36285,38.0803,13.7822,2.30728,17.1716,17.5742,17.7471,17.7746,17.8692,17.6392,4718819,4728060,4718592,4558239,4681033,4718592,100
385132,10000,0,0,1.34333,2.32682,2.18047,18.7679,6.77317,1.14135,17.6766,17.7405,17.4301,18.2547,17.412,17.5482,4718819,4728060,4718592,4557578,4680578,4718592,50
385132,10000,0,1,2.66636,5.88129,4.35293,35.7132,15.8781,2.28494,17.2376,17.5739,17.439,17.4452,17.4266,17.8267,4718819,1935608,4718592,3127315,4532564,4718592,100
385132,10000,0,1,1.35869,2.96125,2.20428,17.8165,7.95836,1.14564,18.0933,17.2188,17.2824,17.7838,17.371,17.5177,4718814,1935668,4718592,3127766,4532998,4718592,50
385132,10000,1,0,2.70783,4.66913,4.32461,33.6664,15.7077,2.26926,16.2861,16.4104,16.3707,16.6757,16.6491,16.3237,4718810,4728060,4718592,3407779,4123461,4718592,100
385132,10000,1,0,1.33231,2.29862,2.14287,16.4803,7.68203,1.13877,16.4436,16.4253,16.076,16.4729,16.477,16.4795,4718831,4728060,4718592,3407908,4123709,4718592,50
385132,10000,1,1,2.69854,4.48661,4.30541,28.7467,11.0968,2.30796,16.2121,16.4306,16.4164,16.4224,16.3133,16.1786,4718762,157008,72,1632225,3161163,4718592,100
385132,10000,1,1,1.38541,2.31724,2.22316,14.7335,5.69914,1.18326,16.2218,16.421,16.7541,16.4214,16.6256,16.166,4718770,157008,72,1632225,3161163,4718592,50
385132,10000,2,0,2.65757,4.74143,4.36532,39.5645,14.7351,2.28606,17.5571,17.7105,17.3225,18.1617,17.3416,17.541,4718819,4728060,4718592,4466729,4611735,4718592,100
385132,10000,2,0,1.36774,2.33423,2.1908,19.5263,7.37378,1.165,17.6655,17.8343,17.6619,18.0451,17.853,17.716,4718819,4728060,4718592,4466287,4612019,4718592,50
385132,10000,2,1,2.70277,5.90978,4.35814,38.1932,15.9054,2.29072,17.3702,17.6495,17.5412,17.7271,17.6991,17.8117,4718814,1787428,4718592,3010125,4335706,4718592,100
385132,10000,2,1,1.37168,3.00913,2.22552,19.2544,8.02566,1.17231,16.8341,17.3875,17.5228,17.6767,17.8689,17.4556,4718814,1788056,4718592,3009415,4335635,4718592,50
433273,10000,0,0,2.76448,4.92266,4.55395,40.6893,12.774,2.33766,17.7734,17.3329,17.5315,18.0096,17.764,17.6205,5243134,5253400,5242880,5062113,5204548,5242880,100
433273,10000,0,0,1.40885,2.4909,2.31171,20.514,6.38107,1.1878,17.0976,17.8251,17.37,17.4051,17.9956,17.3413,5243133,5253400,5242880,5068843,5204867,5242880,50
433273,10000,0,1,2.76035,6.23502,4.52038,38.0315,16.9845,2.32085,17.6529,17.318,17.6011,17.6818,17.6614,17.9056,5243132,2157732,5242880,3479779,5046219,5242880,100
433273,10000,0,1,1.38139,3.11189,2.27994,19.0313,8.46445,1.16603,17.655,17.5319,17.4031,18.2664,17.7705,18.3872,5243133,2158692,5242880,3480918,5045401,5242880,50
433273,10000,1,0,2.74248,4.85077,4.48609,35.8314,16.6105,2.27074,16.3893,16.4582,16.2071,16.6262,16.756,16.3901,5243153,5253400,5242880,3786441,4583318,5242880,100
433273,10000,1,0,1.37132,2.41842,2.25659,17.8115,8.26761,1.16286,16.3807,16.484,16.3094,16.7681,16.5408,16.3636,5243134,5253400,5242880,3786409,4583407,5242880,50
433273,10000,1,1,2.75365,4.67834,4.50911,30.8006,11.7745,2.32537,16.2506,16.4838,16.4327,16.5213,16.5023,16.2548,5243081,174456,80,1813585,3515688,5242880,100
433273,10000,1,1,1.38699,2.36336,2.25876,15.3681,5.86924,1.16976,16.2513,16.4633,16.4478,16.5109,16.446,16.2155,5243073,174456,80,1813585,3515688,5242880,50
433273,10000,2,0,2.73549,4.88123,4.52466,41.9571,14.923,2.31496,17.1609,17.6844,17.2215,18.1095,17.598,17.7015,5243134,5253400,5242880,4967124,5130879,5242880,100
433273,10000,2,0,1.37731,2.4254,2.25104,20.6229,7.38102,1.16045,17.3725,17.914,18.1105,18.1335,17.6754,17.8341,5243134,5253400,5242880,4967470,5130511,5242880,50
433273,10000,2,1,2.78855,6.15137,4.52831,40.4396,16.9345,2.34315,17.7576,17.5664,17.1277,17.7901,18.5103,17.6623,5243131,1993860,5242880,3352486,4828479,5242880,100
433273,10000,2,1,1.38302,3.13918,2.292,20.2094,8.50022,1.18833,17.5306,17.5106,17.7456,18.0517,17.9715,17.6696,5243133,1993092,5242880,3351183,4827865,5242880,50
487432,10000,0,0,2.88294,5.06399,4.67793,42.4113,12.0077,2.43238,17.172,17.684,17.523,18.2531,18.2762,18.0198,5767449,5778740,5767168,5580328,5729624,5767168,100
487432,10000,0,0,1.45068,2.57305,2.40218,21.461,6.07621,1.22561,17.635,18.0516,17.7087,18.0929,17.9719,17.5629,5767449,5778740,5767168,5573276,5728945,5767168,50
487432,10000,0,1,2.83525,6.40393,4.67558,39.606,17.648,2.3913,18.4503,17.7717,17.964,18.331,18.5537,17.9998,5767447,2379836,5767168,3832720,5560621,5767168,100
487432,10000,0,1,1.44764,3.24933,2.3836,20.0157,8.94406,1.21723,17.269,17.972,17.5539,18.4915,17.8909,17.7099,5767446,2380312,5767168,3833317,5559530,5767168,50
487432,10000,1,0,2.83965,4.99732,4.64699,37.3618,17.1561,2.36926,16.4251,16.6703,16.2865,16.8858,16.6866,16.4239,5767448,5778740,5767168,4165055,5043357,5767168,100
487432,10000,1,0,1.44171,2.5244,2.36412,18.7335,8.47303,1.21982,16.442,16.5484,16.248,16.7295,16.547,16.5326,5767462,5778740,5767168,4165050,5043216,5767168,50
487432,10000,1,1,2.86508,4.82543,4.60769,31.9219,12.1449,2.36543,16.3724,16.5256,16.6601,16.6081,16.4632,16.4079,5767392,191904,88,1994946,3870213,5767168,100
487432,10000,1,1,1.46207,2.44542,2.3358,16.0033,6.09544,1.21458,16.3294,16.5235,16.5531,16.5256,16.5698,16.3023,5767384,191904,88,1994946,3870213,5767168,50
487432,10000,2,0,2.85178,5.02433,4.67926,43.5545,14.9953,2.3886,17.9416,18.0876,17.5941,18.9296,18.4785,17.919,5767449,5778740,5767168,5467212,5648860,5767168,100
487432,10000,2,0,1.42291,2.51144,2.3408,21.651,7.42446,1.20187,18.0205,17.8585,17.7032,17.8798,18.1904,17.5324,5767449,5778740,5767168,5467397,5649160,5767168,50
487432,10000,2,1,2.87072,6.44683,4.69318,41.8163,17.6716,2.40436,17.9436,17.7962,17.5862,18.2666,18.0162,18.1396,5767447,2200160,5767168,3694215,5320805,5767168,100
487432,10000,2,1,1.43909,3.25689,2.37799,21.1728,8.99554,1.22097,17.6794,17.9182,17.6318,18.4053,18.1379,18.1793,5767445,2200244,5767168,3693538,5320446,5767168,50
548361,10000,0,0,2.96875,5.15351,4.791,43.1479,11.1183,2.45247,17.2334,17.9703,17.882,18.2998,18.3115,17.8782,6291764,6304080,6291456,6082869,6253024,6291456,100
548361,10000,0,0,1.4722,2.57213,2.3958,21.3688,5.532,1.23547,18.2519,18.1268,17.9013,18.1334,18.2894,18.0016,6291764,6304080,6291456,6087587,6253223,6291456,50
548361,10000,0,1,2.95664,6.57512,4.79632,40.5783,18.0636,2.45394,17.6314,17.496,17.6497,17.7557,18.1104,18.0483,6291762,2603084,6291456,4185568,6072267,6291456,100
548361,10000,0,1,1.50044,3.32805,2.44348,20.4055,9.09236,1.26198,17.2943,18.0326,17.3308,17.744,17.921,17.805,6291761,2602876,6291456,4185835,6073795,6291456,50
548361,10000,1,0,2.93208,5.08159,4.74932,37.9042,17.0424,2.46536,16.4948,16.5697,16.2722,16.9378,16.5947,16.5231,6291773,6304080,6291456,4543764,5503179,6291456,100
548361,10000,1,0,1.4521,2.52947,2.35886,18.7402,8.72985,1.22354,16.4884,16.5741,16.2642,16.8513,16.7581,16.4834,6291777,6304080,6291456,4543579,5502705,6291456,50
548361,10000,1,1,2.91486,4.90374,4.69957,32.3408,12.3052,2.42684,16.3551,16.6503,16.5616,16.679,16.664,16.3655,6291695,209352,96,2176303,4224738,6291456,100
548361,10000,1,1,1.50616,2.53406,2.41763,16.4774,6.29251,1.23567,16.5881,16.5382,16.5678,16.7375,16.574,16.3309,6291695,209352,96,2176303,4224738,6291456,50
548361,10000,2,0,2.96264,5.20223,4.81377,44.5581,14.8308,2.47679,17.7559,17.8856,17.278,18.4781,18.457,17.79,6291764,6304080,6291456,5968018,6167298,6291456,100
548361,10000,2,0,1.47425,2.59412,2.4091,22.0382,7.45113,1.24261,18.339,17.9571,17.716,18.3883,18.0218,18.1599,6291764,6304080,6291456,5968100,6167423,6291456,50
548361,10000,2,1,2.95301,6.63691,4.79592,42.552,17.9965,2.44866,17.6961,17.6627,17.6377,18.2431,17.8831,18.0059,6291762,2405396,6291456,4035466,5811628,6291456,100
548361,10000,2,1,1.47238,3.25287,2.38273,20.9337,8.88741,1.22327,18.1745,17.7003,17.6761,18.1484,18.2915,17.6121,6291760,2406408,6291456,4034544,5813012,6291456,50
616906,10000,0,0,3.23554,5.44144,5.03588,43.2085,16.5574,2.66567,34.9811,35.1099,34.9377,35.2656,36.2207,35.1387,8913322,8930780,8912896,8591617,8836804,8912896,100
616906,10000,0,0,1.60629,2.70973,2.51413,21.4982,8.15901,1.32796,34.8078,35.1292,34.5506,35.633,35.2291,34.9298,8913323,8930780,8912896,8595883,8836093,8912896,50
616906,10000,0,1,3.25692,6.63978,5.01039,40.5613,18.1655,2.62628,34.6957,34.4463,34.3317,34.899,34.7362,34.9333,8913320,3649396,8912896,5902963,8551828,8912896,100
616906,10000,0,1,1.59428,3.2913,2.46388,19.8236,8.89494,1.29903,33.0467,34.7609,34.7515,34.3132,34.582,34.1925,8913318,3648640,8912896,5903044,8551635,8912896,50
616906,10000,1,0,3.13452,5.33729,4.97454,38.0142,17.7264,2.62472,32.5804,32.5213,32.6069,33.2917,32.9098,32.4982,8913385,8930780,8912896,6436928,7802478,8912896,100
616906,10000,1,0,1.5638,2.64937,2.4908,18.8292,8.78493,1.31378,32.6774,32.535,32.7765,33.0586,32.8281,32.5107,8913372,8930780,8912896,6437099,7802626,8912896,50
616906,10000,1,1,3.20625,5.1629,4.94284,32.6049,12.7031,2.62442,32.23,32.4477,32.4981,33.089,32.5165,32.2735,8913205,296592,136,3083103,5997364,8912896,100
616906,10000,1,1,1.55637,2.54483,2.43164,15.8515,6.17158,1.31101,32.2664,32.4519,32.5019,32.8832,32.547,32.43,8913195,296592,136,3083103,5997364,8912896,50
616906,10000,2,0,3.20595,5.41288,4.99377,44.3724,17.5693,2.64516,34.581,34.8506,34.566,36.0243,35.9121,34.9361,8913322,8930780,8912896,8431335,8705514,8912896,100
616906,10000,2,0,1.64376,2.74625,2.56651,22.7397,8.88756,1.35287,35.2205,34.9026,34.7951,36.1005,35.4598,34.3204,8913323,8930780,8912896,8431559,8705732,8912896,50
616906,10000,2,1,3.2631,6.79414,5.06551,43.7632,18.1974,2.65031,33.5644,34.6799,35.0422,34.9229,35.305,34.2483,8913321,3369824,8912896,5679140,8179832,8912896,100
616906,10000,2,1,1.58728,3.32302,2.505,21.443,8.96337,1.3084,34.8098,34.8852,34.8341,35.6238,35.1716,35.2938,8913315,3370916,8912896,5677468,8181047,8912896,50
694019,10000,0,0,3.3732,5.62721,5.21836,43.1506,15.2614,2.81053,33.5805,34.9937,34.3769,35.7969,34.9859,35.2332,9437638,9456120,9437184,9114337,9361124,9437184,100
694019,10000,0,0,1.70581,2.82979,2.63057,21.7294,7.6635,1.42672,34.4655,34.2753,34.8006,36.3307,35.1389,35.4457,9437638,9456120,9437184,9102409,9361008,9437184,50
694019,10000,0,1,3.28254,6.86041,5.18744,40.4533,18.3307,2.78526,35.0909,35.0246,34.5271,36,36.0848,34.8815,9437630,3871276,9437184,6254164,9067435,9437184,100
694019,10000,0,1,1.72664,3.49125,2.6716,20.7222,9.32128,1.42576,34.4721,34.5003,35.2118,35.0249,35.6974,35.3927,9437630,3870920,9437184,6254261,9067617,9437184,50
694019,10000,1,0,3.35524,5.48339,5.12212,37.9411,17.8465,2.81402,32.5885,32.5926,32.5173,33.1821,33.1848,32.5964,9437639,9456120,9437184,6815524,8262556,9437184,100
694019,10000,1,0,1.65752,2.73457,2.56389,18.8348,8.81713,1.38787,32.5902,32.6274,32.7931,33.7493,33.4794,32.5417,9437673,9456120,9437184,6815837,8262652,9437184,50
694019,10000,1,1,3.26462,5.30416,5.09651,32.4135,12.6217,2.75611,32.3257,32.6427,32.4792,33.0739,32.7131,32.3443,9437510,314040,144,3264461,6351891,9437184,100
694019,10000,1,1,1.68363,2.7404,2.61893,16.5303,6.42438,1.42104,32.3942,32.4999,32.674,32.8744,32.9286,32.4479,9437510,314040,144,3264461,6351891,9437184,50
694019,10000,2,0,3.3431,5.64883,5.24546,44.879,17.1008,2.84575,35.0213,34.8071,35.4335,35.7332,34.9828,34.5243,9437638,9456120,9437184,8931914,9224307,9437184,100
694019,10000,2,0,1.64492,2.7774,2.5967,22.0455,8.43014,1.40219,34.1351,35.0408,35.2914,36.064,35.3194,34.6371,9437637,9456120,9437184,8931974,9224210,9437184,50
694019,10000,2,1,3.3922,6.84806,5.20774,43.2446,18.2163,2.83325,34.334,35.3967,35.5154,35.4391,36.0495,36.3263,9437629,3574948,9437184,6020952,8671922,9437184,100
694019,10000,2,1,1.72338,3.48092,2.65046,21.8383,9.26117,1.43417,32.8703,36.3473,34.7681,35.8509,35.1515,35.923,9437633,3575152,9437184,6020179,8671213,9437184,50
780771,10000,0,0,3.66995,5.80443,5.44413,42.9416,14.3891,3.06271,34.1836,35.0189,33.7877,35.7132,34.9352,34.7759,9961953,9981460,9961472,9614701,9885002,9961472,100
780771,10000,0,0,1.80421,2.92775,2.76076,21.5886,7.29345,1.56717,34.6329,34.8975,35.6418,36.4339,35.0674,35.3779,9961953,9981460,9961472,9614820,9885263,9961472,50
780771,10000,0,1,3.55898,7.02695,5.43544,40.3833,18.3065,3.10184,34.8489,35.0041,35.3586,35.9399,36.1503,35.091,9961949,4093632,9961472,6607631,9577891,9961472,100
780771,10000,0,1,1.78709,3.51836,2.75712,20.325,9.10801,1.55439,34.6798,34.5249,34.772,35.2546,34.8004,35.2879,9961946,4093860,9961472,6608564,9579969,9961472,50
780771,10000,1,0,3.48523,5.66351,5.3083,37.2767,17.6798,3.0056,32.5922,32.8527,32.8793,33.2868,33.4065,32.6596,9961965,9981460,9961472,7194517,8722196,9961472,100
780771,10000,1,0,1.73509,2.81299,2.64991,18.5648,8.78111,1.501,32.6376,32.6949,32.9901,33.0565,33.4763,32.8528,9961983,9981460,9961472,7194455,8722759,9961472,50
780771,10000,1,1,3.55718,5.52933,5.3417,32.3595,12.7236,3.0189,32.414,32.6542,32.7427,32.9465,32.9142,32.4414,9961835,331488,152,3445817,6706418,9961472,100
