size,numberQueries,keyDistribution,valueDistribution,snappy_read_times,simd_read_times,rle_read_times,zlib_read_times,zstandard_read_timesuncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,zlib_load_times,zstandard_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,zlib_sizes,zstandard_sizes,uncompressed_sizes,readPercentage
11250,10000,0,1,0.024475,0.024532,0.024481,0.024481,0.02451,0.024543,0.008388,0.008399,0.008371,0.008332,0.008334,0.00835,0,0,0,0,0,0,50
11250,10000,1,0,0.038922,0.038925,0.038917,0.038898,0.038898,0.038927,0.00778,0.00784,0.007673,0.007925,0.007783,0.007781,0,0,0,0,0,0,100
11250,10000,1,0,0.023973,0.023863,0.023836,0.024481,0.023869,0.024097,0.007722,0.008058,0.007784,0.007725,0.007731,0.007764,0,0,0,0,0,0,50
11250,10000,1,1,0.038761,0.038837,0.039052,0.038786,0.038789,0.038756,0.00605,0.00615,0.006055,0.00622,0.00606,0.006055,0,0,0,0,0,0,100
11250,10000,1,1,0.024382,0.025735,0.02426,0.024358,0.024201,0.024244,0.006053,0.006094,0.006164,0.006134,0.006054,0.00617,0,0,0,0,0,0,50
11250,10000,2,0,0.041107,0.038682,0.038419,0.03845,0.038454,0.038413,0.008648,0.00855,0.008625,0.008599,0.008553,0.008588,0,0,0,0,0,0,100
11250,10000,2,0,0.023993,0.024162,0.024121,0.024246,0.024964,0.024012,0.008592,0.008594,0.008588,0.008661,0.008558,0.008676,0,0,0,0,0,0,50
11250,10000,2,1,0.038843,0.038869,0.038924,0.038874,0.038899,0.038847,0.008326,0.008347,0.008345,0.008327,0.008305,0.008388,0,0,0,0,0,0,100
11250,10000,2,1,0.024087,0.024117,0.025294,0.024085,0.024134,0.024275,0.008363,0.008302,0.008326,0.008451,0.008351,0.008343,0,0,0,0,0,0,50
12656,10000,0,0,0.043257,0.043368,0.043306,0.043262,0.043306,0.043355,0.009666,0.009653,0.009711,0.009725,0.00983,0.009654,0,0,0,0,0,0,100
12656,10000,0,0,0.092621,0.181277,0.166679,1.33203,0.171301,0.07847,0.009655,0.009718,0.009641,0.009637,0.00977,0.009633,131081,131344,131072,130118,131083,131072,50
12656,10000,0,1,0.043771,0.043805,0.043788,0.043734,0.04387,0.044179,0.00942,0.009392,0.009417,0.009368,0.009382,0.009428,0,0,0,0,0,0,100
12656,10000,0,1,0.091722,0.222732,0.166844,1.3137,0.170087,0.077296,0.00937,0.009582,0.009384,0.009408,0.009419,0.009389,131081,59724,131072,90984,131083,131072,50
12656,10000,1,0,0.043843,0.043805,0.043842,0.043817,0.044597,0.045276,0.009484,0.008755,0.00864,0.008657,0.008676,0.008676,0,0,0,0,0,0,100
12656,10000,1,0,0.090611,0.177882,0.163137,1.24138,0.769327,0.074681,0.00881,0.008702,0.008691,0.00871,0.008797,0.008791,131082,131344,131072,94658,108837,131072,50
12656,10000,1,1,0.044675,0.043788,0.043753,0.044529,0.043753,0.04376,0.006778,0.006789,0.006826,0.006901,0.006815,0.006754,0,0,0,0,0,0,100
12656,10000,1,1,0.090828,0.183967,0.175839,1.08972,0.417586,0.076058,0.006803,0.006882,0.00694,0.006787,0.006912,0.006792,131080,4368,8,45357,80863,131072,50
12656,10000,2,0,0.043544,0.04357,0.043785,0.043579,0.043655,0.043545,0.009634,0.009697,0.009705,0.009657,0.009651,0.009699,0,0,0,0,0,0,100
12656,10000,2,0,0.090333,0.177188,0.163826,1.34364,0.168194,0.076839,0.00963,0.010728,0.009647,0.009665,0.009919,0.009669,131081,131344,131072,127691,131083,131072,50
12656,10000,2,1,0.043872,0.043948,0.043971,0.04387,0.043915,0.043995,0.010118,0.009416,0.009369,0.009618,0.009346,0.00939,0,0,0,0,0,0,100
12656,10000,2,1,0.095479,0.228059,0.16911,1.33501,0.596391,0.079482,0.009382,0.009375,0.009389,0.009349,0.009541,0.009332,131081,55776,131072,88202,127841,131072,50
14238,10000,0,0,0.049959,0.049772,0.049802,0.050613,0.049778,0.050118,0.010906,0.010861,0.010907,0.010903,0.010901,0.010838,0,0,0,0,0,0,100
14238,10000,0,0,0.155095,0.336388,0.306272,2.70794,0.316381,0.129247,0.010875,0.011077,0.010839,0.010923,0.011107,0.010914,131081,131344,131072,130102,131083,131072,50
14238,10000,0,1,0.048854,0.049469,0.048942,0.049096,0.049132,0.048835,0.010585,0.010538,0.010543,0.010546,0.010549,0.010572,0,0,0,0,0,0,100
14238,10000,0,1,0.15438,0.409288,0.298669,2.57444,0.309142,0.126719,0.010579,0.010523,0.010641,0.01065,0.010628,0.010568,131081,59644,131072,90934,131083,131072,50
14238,10000,1,0,0.04933,0.049684,0.049023,0.049065,0.049038,0.0506,0.009754,0.009874,0.00975,0.009826,0.009787,0.009857,0,0,0,0,0,0,100
14238,10000,1,0,0.158947,0.344379,0.310779,2.61685,1.59855,0.127564,0.009774,0.009792,0.009811,0.009758,0.0098,0.009751,131081,131344,131072,94701,108912,131072,50
14238,10000,1,1,0.049502,0.049512,0.049492,0.049511,0.049862,0.049503,0.007736,0.007643,0.007743,0.007755,0.007662,0.00764,0,0,0,0,0,0,100
14238,10000,1,1,0.15807,0.349862,0.331141,2.2635,0.841255,0.130758,0.007647,0.007636,0.007668,0.007705,0.007918,0.007722,131080,4368,8,45357,80863,131072,50
14238,10000,2,0,0.050034,0.049176,0.04922,0.049156,0.049205,0.049699,0.010854,0.010878,0.010889,0.010812,0.010869,0.010812,0,0,0,0,0,0,100
14238,10000,2,0,0.157015,0.332385,0.300961,2.76058,0.31215,0.128046,0.010891,0.010842,0.010876,0.010878,0.010897,0.010815,131081,131344,131072,127722,131083,131072,50
14238,10000,2,1,0.04878,0.049043,0.049297,0.048803,0.049528,0.049614,0.010487,0.010492,0.010568,0.010507,0.010559,0.010536,0,0,0,0,0,0,100
14238,10000,2,1,0.160747,0.423583,0.306027,2.67024,1.17115,0.127627,0.010543,0.010514,0.010526,0.010558,0.010557,0.010514,131081,55788,131072,88297,127950,131072,50
16017,10000,0,0,0.055496,0.055303,0.057515,0.05615,0.05585,0.055435,0.012206,0.012222,0.012269,0.012242,0.012203,0.012175,0,0,0,0,0,0,100
16017,10000,0,0,0.237432,0.519678,0.468167,4.30919,0.486545,0.187535,0.012271,0.012397,0.012167,0.012204,0.012195,0.012179,131081,131344,131072,130095,131083,131072,50
16017,10000,0,1,0.05627,0.055085,0.055924,0.055666,0.056258,0.054939,0.01185,0.011842,0.011896,0.012579,0.011857,0.011839,0,0,0,0,0,0,100
16017,10000,0,1,0.228815,0.654359,0.464332,4.16285,0.481015,0.186312,0.01185,0.0119,0.011846,0.011901,0.01185,0.011837,131081,59692,131072,91005,131083,131072,50
16017,10000,1,0,0.055665,0.056885,0.05519,0.05558,0.056664,0.055398,0.011018,0.010988,0.011028,0.010995,0.010958,0.010963,0,0,0,0,0,0,100
16017,10000,1,0,0.227987,0.505458,0.456156,3.92527,2.40203,0.178237,0.011094,0.010994,0.010959,0.011252,0.011047,0.010952,131081,131344,131072,94664,109017,131072,50
16017,10000,1,1,0.056046,0.055715,0.056006,0.056235,0.056292,0.055652,0.008605,0.00859,0.008697,0.008831,0.008619,0.008743,0,0,0,0,0,0,100
16017,10000,1,1,0.228596,0.522174,0.494074,3.46937,1.27683,0.179413,0.008598,0.008615,0.008696,0.008655,0.008687,0.008607,131080,4368,8,45357,80863,131072,50
16017,10000,2,0,0.056671,0.056449,0.055497,0.056194,0.055513,0.055524,0.012206,0.012282,0.012365,0.012161,0.012204,0.012181,0,0,0,0,0,0,100
16017,10000,2,0,0.228366,0.508035,0.459801,4.32003,0.478881,0.182997,0.012425,0.012227,0.013077,0.012199,0.012173,0.012306,131081,131344,131072,127732,131083,131072,50
16017,10000,2,1,0.05491,0.054899,0.054957,0.054885,0.055452,0.054848,0.01181,0.011845,0.011808,0.011849,0.01185,0.011804,0,0,0,0,0,0,100
16017,10000,2,1,0.231348,0.648335,0.46237,4.14085,1.80881,0.181384,0.011858,0.011839,0.011826,0.011916,0.011885,0.011842,131081,55660,131072,88200,127965,131072,50
18019,10000,0,0,0.488691,1.10642,0.995166,9.29862,1.03589,0.375184,0.021945,0.022015,0.021766,0.028015,0.022876,0.021627,131081,131344,131072,130136,131083,131072,100
18019,10000,0,0,0.218243,0.487682,0.441037,4.02847,0.455588,0.171859,0.021899,0.022075,0.021782,0.028023,0.022849,0.021612,131081,131344,131072,130089,131083,131072,50
18019,10000,0,1,0.482822,1.35856,0.994949,9.14513,1.03798,0.381976,0.021546,0.021764,0.021466,0.02684,0.022601,0.021235,131081,59628,131072,90998,131083,131072,100
18019,10000,0,1,0.226205,0.610008,0.45368,4.07858,0.470672,0.17745,0.021532,0.021782,0.021432,0.026858,0.022709,0.02124,131081,59676,131072,90937,131083,131072,50
18019,10000,1,0,0.478835,1.10447,0.990872,8.74524,5.34535,0.378616,0.018122,0.018344,0.018107,0.02305,0.023795,0.017783,131081,131344,131072,94672,108929,131072,100
18019,10000,1,0,0.227194,0.505541,0.456342,3.92468,2.36354,0.181167,0.018112,0.01828,0.01798,0.023147,0.023967,0.017962,131081,131344,131072,94681,108914,131072,50
18019,10000,1,1,0.484848,1.12846,1.06633,7.62197,2.78706,0.382329,0.015362,0.015503,0.015231,0.018578,0.018913,0.015099,131080,4368,8,45357,80863,131072,100
18019,10000,1,1,0.225005,0.509844,0.484301,3.35358,1.23893,0.175787,0.015392,0.015426,0.015182,0.018421,0.018958,0.01508,131080,4368,8,45357,80863,131072,50
18019,10000,2,0,0.482436,1.1003,0.989677,9.58715,1.02897,0.378329,0.021831,0.022047,0.021789,0.028556,0.023234,0.021742,131081,131344,131072,127761,131083,131072,100
18019,10000,2,0,0.221942,0.497219,0.446572,4.23514,0.464668,0.175732,0.021887,0.022315,0.021715,0.028481,0.02316,0.021599,131081,131344,131072,127731,131083,131072,50
18019,10000,2,1,0.484562,1.41632,0.99534,9.18735,4.01829,0.375084,0.02144,0.021749,0.021476,0.026929,0.022786,0.021328,131081,55660,131072,88196,127959,131072,100
18019,10000,2,1,0.221863,0.636135,0.448922,4.05194,1.7666,0.175406,0.021428,0.021675,0.02143,0.027098,0.022683,0.021165,131081,55708,131072,88271,127989,131072,50
20271,10000,0,0,0.442939,1.00395,0.896266,8.30965,0.931004,0.354252,0.023693,0.023744,0.023576,0.029823,0.02449,0.023313,131081,131344,131072,130108,131083,131072,100
20271,10000,0,0,0.206096,0.449489,0.407861,3.6514,0.421492,0.165113,0.023653,0.023806,0.023471,0.02971,0.024744,0.023271,131081,131344,131072,130100,131083,131072,50
20271,10000,0,1,0.450756,1.2291,0.906167,8.16703,0.938099,0.354613,0.023217,0.023377,0.023137,0.028381,0.024367,0.022871,131081,59756,131072,90952,131083,131072,100
20271,10000,0,1,0.211885,0.55835,0.417447,3.69207,0.432201,0.172362,0.023196,0.023424,0.023142,0.028452,0.024285,0.022885,131081,59676,131072,90969,131083,131072,50
20271,10000,1,0,0.446798,0.990686,0.892956,7.73761,4.74685,0.349298,0.019741,0.019851,0.01946,0.024591,0.025196,0.019329,131081,131344,131072,94694,108995,131072,100
20271,10000,1,0,0.211893,0.465097,0.419436,3.54368,2.16863,0.168913,0.019641,0.019816,0.019523,0.024703,0.025236,0.019418,131081,131344,131072,94673,108971,131072,50
20271,10000,1,1,0.446031,1.01718,0.96404,6.78484,2.49145,0.352178,0.016834,0.016699,0.016445,0.019749,0.020338,0.016366,131080,4368,8,45357,80863,131072,100
20271,10000,1,1,0.211565,0.471678,0.448719,3.06416,1.13532,0.16868,0.016889,0.016759,0.016359,0.019787,0.019961,0.016424,131080,4368,8,45357,80863,131072,50
20271,10000,2,0,0.44364,0.995082,0.901245,8.591,0.935102,0.35777,0.023584,0.023801,0.023559,0.030106,0.024727,0.023303,131081,131344,131072,127696,131083,131072,100
20271,10000,2,0,0.205078,0.444248,0.402938,3.73483,0.415918,0.162989,0.023793,0.02376,0.023496,0.03006,0.024868,0.023384,131081,131344,131072,127695,131083,131072,50
20271,10000,2,1,0.446612,1.25839,0.896482,8.12531,3.55953,0.348964,0.023209,0.023343,0.02309,0.028992,0.024418,0.023036,131081,55884,131072,88177,127944,131072,100
20271,10000,2,1,0.211149,0.589459,0.417082,3.70048,1.62145,0.171686,0.023074,0.023346,0.022951,0.028672,0.024582,0.022877,131081,55692,131072,88178,128015,131072,50
22804,10000,0,0,0.420527,0.905193,0.819734,7.37831,0.85083,0.338241,0.025485,0.0259,0.025333,0.031757,0.026594,0.025253,131081,131344,131072,130108,131083,131072,100
22804,10000,0,0,0.195111,0.414773,0.37646,3.31766,0.390596,0.157497,0.025482,0.025682,0.025347,0.031848,0.026478,0.025171,131081,131344,131072,130141,131083,131072,50
22804,10000,0,1,0.410041,1.08744,0.808654,7.14762,0.838151,0.330307,0.024979,0.025452,0.024821,0.030305,0.026163,0.024729,131081,59676,131072,91002,131083,131072,100
22804,10000,0,1,0.198543,0.507231,0.382641,3.29824,0.395074,0.160301,0.024997,0.025238,0.024858,0.030336,0.026013,0.024797,131081,59724,131072,90962,131083,131072,50
22804,10000,1,0,0.419428,0.912677,0.826118,7.0045,4.26516,0.333375,0.02173,0.021522,0.021255,0.026401,0.027275,0.021077,131082,131344,131072,94659,108891,131072,100
22804,10000,1,0,0.197264,0.420191,0.381463,3.14644,1.92899,0.160372,0.021475,0.021569,0.021188,0.02647,0.027051,0.021112,131081,131344,131072,94674,108982,131072,50
22804,10000,1,1,0.41188,0.919743,0.873323,6.02096,2.22568,0.329192,0.017872,0.018086,0.017862,0.020944,0.021468,0.017692,131080,4368,8,45357,80863,131072,100
22804,10000,1,1,0.197216,0.430472,0.410137,2.74331,1.02554,0.160398,0.017937,0.01807,0.018119,0.021069,0.021226,0.017601,131080,4368,8,45357,80863,131072,50
22804,10000,2,0,0.415109,0.903998,0.816794,7.62107,0.847642,0.335491,0.025441,0.02573,0.025396,0.031824,0.027377,0.025188,131081,131344,131072,127669,131083,131072,100
22804,10000,2,0,0.200507,0.4253,0.387407,3.50252,0.400899,0.161325,0.025479,0.025682,0.025288,0.032105,0.026736,0.025306,131081,131344,131072,127750,131083,131072,50
22804,10000,2,1,0.415366,1.10047,0.815695,7.24738,3.20492,0.335334,0.024949,0.02515,0.024919,0.030491,0.026286,0.024619,131081,55692,131072,88231,127935,131072,100
22804,10000,2,1,0.19599,0.527128,0.377956,3.27163,1.4362,0.156272,0.024913,0.025198,0.024853,0.030551,0.026164,0.024671,131081,55676,131072,88227,127940,131072,50
25654,10000,0,0,0.391356,0.830818,0.751842,6.61046,0.783217,0.321562,0.027633,0.027799,0.028283,0.033767,0.028718,0.027414,131081,131344,131072,130100,131083,131072,100
25654,10000,0,0,0.187087,0.386912,0.352837,3.00702,0.363529,0.15225,0.027626,0.027861,0.027485,0.033792,0.028673,0.027385,131081,131344,131072,130117,131083,131072,50
25654,10000,0,1,0.393577,1.00431,0.752685,6.52073,0.78001,0.315382,0.027062,0.027236,0.027117,0.032304,0.028001,0.026784,131081,59740,131072,90909,131083,131072,100
25654,10000,0,1,0.186583,0.463215,0.350631,2.93586,0.363857,0.153457,0.027053,0.027293,0.026929,0.0324,0.028151,0.026833,131081,59820,131072,90911,131083,131072,50
25654,10000,1,0,0.387308,0.816275,0.742598,6.09685,3.7513,0.313967,0.023564,0.023604,0.023121,0.028506,0.029324,0.022996,131078,131344,131072,94680,108946,131072,100
25654,10000,1,0,0.187062,0.387695,0.351801,2.81797,1.7336,0.15411,0.023308,0.023631,0.02321,0.028347,0.030194,0.023024,131081,131344,131072,94652,108968,131072,50
25654,10000,1,1,0.386943,0.833064,0.792763,5.35215,1.99082,0.31372,0.019621,0.019484,0.019201,0.022457,0.022999,0.019125,131080,4368,8,45357,80863,131072,100
25654,10000,1,1,0.187781,0.397489,0.377748,2.46727,0.92992,0.154889,0.019412,0.019489,0.019643,0.022463,0.022788,0.019147,131080,4368,8,45357,80863,131072,50
25654,10000,2,0,0.387095,0.817722,0.741511,6.71853,0.769491,0.315352,0.027664,0.027801,0.027463,0.034019,0.028869,0.027313,131081,131344,131072,127701,131083,131072,100
25654,10000,2,0,0.193013,0.397054,0.361831,3.19053,0.373911,0.158732,0.027622,0.027759,0.027483,0.034039,0.02881,0.027402,131081,131344,131072,127754,131083,131072,50
25654,10000,2,1,0.395461,1.01011,0.753025,6.52355,2.89683,0.319945,0.027014,0.027236,0.02703,0.032547,0.028409,0.02675,131081,55740,131072,88197,127967,131072,100
25654,10000,2,1,0.183088,0.471126,0.341024,2.86122,1.29108,0.150324,0.027009,0.027457,0.026888,0.032621,0.028644,0.026828,131081,55708,131072,88273,127946,131072,50
28860,10000,0,0,0.368144,0.757152,0.687357,5.84768,0.711825,0.304362,0.030613,0.030218,0.029892,0.03629,0.031002,0.029691,131081,131344,131072,130129,131083,131072,100
28860,10000,0,0,0.210939,0.428655,0.39135,3.31667,0.403065,0.175137,0.030017,0.030157,0.029841,0.03613,0.031002,0.029785,262162,262688,262144,260207,262166,262144,50
28860,10000,0,1,0.37653,0.917256,0.692878,5.84371,0.719758,0.307464,0.029359,0.029576,0.029231,0.036905,0.030427,0.029122,131081,59660,131072,90929,131083,131072,100
28860,10000,0,1,0.208688,0.514899,0.388726,3.23938,0.400175,0.171142,0.02944,0.029661,0.029315,0.03471,0.030446,0.029102,262162,119288,262144,181895,262166,262144,50
28860,10000,1,0,0.371833,0.753244,0.685731,5.47968,3.38423,0.301723,0.02566,0.02572,0.025378,0.030529,0.031115,0.02546,131081,131344,131072,94674,108869,131072,100
28860,10000,1,0,0.210221,0.429346,0.392976,3.13121,1.92596,0.172484,0.025597,0.025823,0.025343,0.030569,0.031391,0.025199,262164,262688,262144,189324,217833,262144,50
28860,10000,1,1,0.366694,0.765847,0.72741,4.76947,1.78409,0.300786,0.023049,0.02131,0.021119,0.024152,0.024424,0.02081,131080,4368,8,45357,80863,131072,100
28860,10000,1,1,0.202394,0.425074,0.404783,2.65064,0.982564,0.16915,0.021233,0.021219,0.02092,0.024154,0.024497,0.021169,262161,8748,16,90682,161685,262144,50
28860,10000,2,0,0.367034,0.753774,0.684383,6.05785,0.711125,0.302009,0.030054,0.030219,0.029785,0.036365,0.031333,0.029682,131081,131344,131072,127664,131083,131072,100
28860,10000,2,0,0.210309,0.42476,0.389861,3.38926,0.40193,0.173163,0.029987,0.030279,0.029846,0.036518,0.031208,0.030187,262162,262688,262144,255436,262166,262144,50
28860,10000,2,1,0.375408,0.957213,0.695274,5.84311,2.58996,0.308155,0.029599,0.029548,0.029151,0.034844,0.030947,0.029024,131081,55804,131072,88177,127968,131072,100
28860,10000,2,1,0.208769,0.529577,0.388361,3.22546,1.42863,0.173181,0.029309,0.029574,0.029197,0.03487,0.030982,0.02924,262162,111420,262144,176555,255907,262144,50
32467,10000,0,0,0.35384,0.690521,0.631702,5.16311,0.651687,0.295171,0.032787,0.032876,0.032569,0.03889,0.033751,0.032514,131081,131344,131072,130142,131083,131072,100
32467,10000,0,0,0.272468,0.593789,0.535623,4.82472,0.555796,0.217999,0.033026,0.03295,0.032662,0.038966,0.033695,0.032644,262162,262688,262144,260214,262166,262144,50
32467,10000,0,1,0.356927,0.841564,0.642994,5.1932,0.665206,0.298685,0.032065,0.032275,0.031851,0.03729,0.03333,0.031768,131081,59644,131072,90890,131083,131072,100
32467,10000,0,1,0.266317,0.690868,0.517631,4.56516,0.539627,0.213651,0.032361,0.032289,0.031889,0.037328,0.033262,0.031723,262162,119272,262144,181859,262166,262144,50
32467,10000,1,0,0.352544,0.690708,0.63155,4.86732,3.01564,0.294158,0.028205,0.028231,0.028017,0.033047,0.033502,0.027656,131081,131344,131072,94685,108957,131072,100
32467,10000,1,0,0.265383,0.576145,0.523414,4.41969,2.7038,0.213395,0.027968,0.028152,0.027768,0.033018,0.033706,0.027823,262163,262688,262144,189367,217885,262144,50
32467,10000,1,1,0.353826,0.708453,0.675502,4.28366,1.61718,0.296904,0.02337,0.023355,0.022905,0.026189,0.027482,0.023105,131080,4368,8,45357,80863,131072,100
32467,10000,1,1,0.266638,0.592494,0.560741,3.84173,1.39773,0.212801,0.023015,0.023043,0.02277,0.026092,0.026562,0.022712,262161,8748,16,90682,161685,262144,50
32467,10000,2,0,0.356182,0.698039,0.636495,5.40236,0.656448,0.297432,0.032693,0.032889,0.034845,0.039052,0.034077,0.032457,131081,131344,131072,127651,131083,131072,100
32467,10000,2,0,0.266884,0.573916,0.521461,4.83415,0.5418,0.215512,0.032653,0.032961,0.032597,0.039162,0.033912,0.032448,262162,262688,262144,255391,262166,262144,50
32467,10000,2,1,0.353943,0.867597,0.638309,5.18114,2.30099,0.296667,0.03209,0.032227,0.031865,0.037678,0.033085,0.031734,131081,55872,131072,88159,127978,131072,100
32467,10000,2,1,0.265739,0.730296,0.518508,4.6101,2.03483,0.21249,0.031951,0.032246,0.031791,0.037584,0.03339,0.031715,262162,111556,262144,176460,255873,262144,50
36525,10000,0,0,0.51994,1.14244,1.02897,9.31286,1.07535,0.419025,0.043314,0.04389,0.043228,0.056029,0.045348,0.042873,262162,262688,262144,260201,262166,262144,100
36525,10000,0,0,0.255107,0.543274,0.489165,4.31972,0.509327,0.203654,0.043313,0.043901,0.043096,0.055628,0.045239,0.042827,262162,262688,262144,260217,262166,262144,50
36525,10000,0,1,0.522293,1.37474,1.01894,9.10441,1.0659,0.415851,0.04318,0.043002,0.042709,0.053176,0.044562,0.042165,262162,119256,262144,182010,262166,262144,100
36525,10000,0,1,0.256869,0.676648,0.493383,4.32056,0.513632,0.205877,0.042562,0.042898,0.04226,0.053158,0.045645,0.04199,262162,119320,262144,181906,262166,262144,50
36525,10000,1,0,0.517785,1.13757,1.02367,8.713,5.30733,0.418425,0.036126,0.03622,0.0356,0.045813,0.047201,0.035384,262164,262688,262144,189343,217848,262144,100
36525,10000,1,0,0.253925,0.543177,0.489535,4.10347,2.49987,0.207582,0.03586,0.036499,0.035683,0.045715,0.046937,0.035739,262164,262688,262144,189320,217787,262144,50
36525,10000,1,1,0.515003,1.14347,1.0868,7.45882,2.70973,0.412477,0.030254,0.030435,0.029905,0.036912,0.034788,0.030018,262161,8748,16,90682,161685,262144,100
36525,10000,1,1,0.259587,0.564128,0.536106,3.63464,1.31615,0.209211,0.030315,0.030439,0.030705,0.03654,0.03523,0.029988,262161,8748,16,90682,161685,262144,50
36525,10000,2,0,0.526963,1.14107,1.02525,9.62784,1.07079,0.423205,0.043435,0.043847,0.044166,0.056232,0.045688,0.042926,262162,262688,262144,255448,262166,262144,100
36525,10000,2,0,0.249753,0.537247,0.484122,4.45583,0.505046,0.203991,0.04336,0.043696,0.043223,0.056304,0.045754,0.042897,262162,262688,262144,255437,262166,262144,50
36525,10000,2,1,0.519643,1.42119,1.02402,9.17611,4.02817,0.413451,0.042483,0.042834,0.042573,0.053458,0.044846,0.041932,262162,111272,262144,176474,255914,262144,100
36525,10000,2,1,0.255409,0.664359,0.496347,4.34244,1.90271,0.210351,0.042569,0.042948,0.042335,0.053596,0.044801,0.0421,262162,111532,262144,176594,255939,262144,50
41090,10000,0,0,0.496405,1.05195,0.949042,8.24039,0.991915,0.405843,0.046836,0.04736,0.046669,0.059395,0.048723,0.046206,262162,262688,262144,260226,262166,262144,100
41090,10000,0,0,0.243813,0.504296,0.456858,3.90798,0.474477,0.200271,0.046815,0.047176,0.046455,0.059176,0.048622,0.046325,262162,262688,262144,260222,262166,262144,50
41090,10000,0,1,0.497621,1.2578,0.946778,8.16593,0.985078,0.403322,0.045959,0.04621,0.046003,0.056363,0.047874,0.046759,262162,119340,262144,181923,262166,262144,100
41090,10000,0,1,0.246684,0.63075,0.463988,3.90946,0.481458,0.204792,0.045836,0.046284,0.045643,0.056355,0.047799,0.045487,262162,119320,262144,181904,262166,262144,50
41090,10000,1,0,0.491729,1.04726,0.938369,7.75573,4.74732,0.399389,0.038923,0.039595,0.038837,0.049185,0.050105,0.038534,262163,262688,262144,189340,217775,262144,100
41090,10000,1,0,0.240668,0.49488,0.450101,3.63116,2.22638,0.196393,0.038945,0.039433,0.038795,0.049411,0.050114,0.038421,262163,262688,262144,189335,217904,262144,50
41090,10000,1,1,0.495226,1.05323,1.00298,6.6939,2.45377,0.402763,0.032747,0.032881,0.034171,0.038798,0.037044,0.032228,262161,8748,16,90682,161685,262144,100
41090,10000,1,1,0.243717,0.514251,0.487833,3.22359,1.18078,0.20042,0.033028,0.033128,0.032853,0.038734,0.037255,0.032866,262161,8748,16,90682,161685,262144,50
41090,10000,2,0,0.500549,1.04441,0.942648,8.56061,0.984664,0.40207,0.046769,0.047239,0.046528,0.059631,0.049615,0.048911,262162,262688,262144,255436,262166,262144,100
41090,10000,2,0,0.238476,0.493985,0.447268,3.95282,0.465538,0.199534,0.046672,0.047164,0.046557,0.059379,0.048984,0.046484,262162,262688,262144,255444,262166,262144,50
